business_name,category,lic_code,street_address,State,City,zipcode,business_start_date,business_end_date,neighborhoods,business_location,supervisor_district,Lifespan,closed,age_if_opened
Frisco Fried,Food Services,"Restaurant 1,000 - 2,000 Sqft",5176 3rd St,CA,San Francisco,94124.0,01/31/2012,,Bayview Hunters Point,"5176 3RD ST
San Francisco, CA 94124
(37.731038, -122.3921)",10.0,,no,2374.0
Tupelo,Food Services,Multiple,1337 Grant Ave,CA,San Francisco,94133.0,10/27/2011,,North Beach,"1337 GRANT AVE
San Francisco, CA 94133
(37.799293, -122.407325)",3.0,,no,2470.0
Yin Mcdonalds,Food Services,,1100 Fillmore St,CA,San Francisco,94102.0,10/01/2010,01/08/2017,Western Addition,"1100 FILLMORE ST
San Francisco, CA 94102
(37.779763, -122.432011)",5.0,2291.0,yes,
903,Food Services,,903 Cortland Ave,CA,San Francisco,94110.0,02/01/2012,09/01/2016,Bernal Heights,"903 CORTLAND AVE
San Francisco, CA 94110
(37.738939, -122.41382)",9.0,1674.0,yes,
Cafe La Flore,Food Services,,1032 Clement St,CA,San Francisco,94118.0,07/25/2009,,Inner Richmond,"1032 CLEMENT ST
San Francisco, CA 94118
(37.782676, -122.470135)",1.0,,no,3294.0
Cafe La Fiore Ii,Food Services,"Restaurant Less Than 1,000 Sqft",1340 Irving St,CA,San Francisco,94122.0,07/25/2009,,Inner Sunset,"1340 IRVING ST
San Francisco, CA 94122
(37.763774, -122.472424)",5.0,,no,3294.0
Outfit Generic,Food Services,Commissary,2250 Keith St,CA,San Francisco,94124.0,01/28/2012,,,"2250 KEITH ST
San Francisco, CA 94124
(37.727088, -122.391456)",,,no,2377.0
Outfit Generic,Food Services,,746 Valencia St,CA,San Francisco,94110.0,01/28/2012,,Mission,"746 VALENCIA ST
San Francisco, CA 94110
(37.760959, -122.421508)",8.0,,no,2377.0
Craftsman And Wolves,Food Services,,746 Valencia St,CA,San Francisco,94110.0,01/28/2012,,Mission,"746 VALENCIA ST
San Francisco, CA 94110
(37.760959, -122.421508)",8.0,,no,2377.0
Pho Nine - 9,Food Services,,880 Geneva Ave,CA,San Francisco,94112.0,02/01/2012,,Outer Mission,"880 GENEVA AVE
San Francisco, CA 94112
(37.716904, -122.441381)",11.0,,no,2373.0
Pho Nice,Food Services,"Restaurant 1,000 - 2,000 Sqft",880 Geneva Ave,CA,San Francisco,94112.0,02/01/2012,,Outer Mission,"880 GENEVA AVE
San Francisco, CA 94112
(37.716904, -122.441381)",11.0,,no,2373.0
Cholo Soy,Food Services,,2301 Mission St,CA,San Francisco,94110.0,10/17/2010,07/05/2016,,"2301 MISSION ST
San Francisco, CA 94110
(37.760051, -122.419185)",,2088.0,yes,
Heart Of The City Farmers Mark,Food Services,Certified Farmers Markets,1 United Nations Plaza,CA,San Francisco,94102.0,06/01/1981,,Tenderloin,"1 UNITED NATIONS PLAZA
San Francisco, CA 94102
(37.779887, -122.413445)",6.0,,no,13575.0
Heart Of The City Farmers Mark,Food Services,,1182 Market St 412,CA,San Francisco,94102.0,06/01/1981,,Tenderloin,"1182 MARKET ST
San Francisco, CA 94102
(37.779017, -122.414382)",6.0,,no,13575.0
Kippu Japanese Restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",1707 Buchanan St,CA,San Francisco,94115.0,02/12/2012,,Japantown,"1707 BUCHANAN ST
San Francisco, CA 94115
(37.786083, -122.429913)",5.0,,no,2362.0
Pisco Trail Llc,Food Services,,901 Mission St 255,CA,San Francisco,94103.0,02/01/2012,,South of Market,"901 MISSION ST
San Francisco, CA 94103
(37.782457, -122.406825)",6.0,,no,2373.0
The Roastery,Food Services,,199 New Montgomery St,CA,San Francisco,94105.0,02/13/2012,08/16/2017,Financial District/South Beach,"199 NEW MONTGOMERY ST
San Francisco, CA 94105
(37.786427, -122.399245)",6.0,2011.0,yes,
Lener Consulting Services,Food Services,,1007 Sutter St 406,CA,San Francisco,94109.0,12/31/2011,08/01/2016,Nob Hill,"1007 SUTTER ST
San Francisco, CA 94109
(37.788152, -122.417056)",3.0,1675.0,yes,
Bread & Butter Coffee House,Food Services,,1901 Hayes St,CA,San Francisco,94117.0,12/31/2011,08/01/2016,Lone Mountain/USF,"1901 HAYES ST
San Francisco, CA 94117
(37.773712, -122.447836)",5.0,1675.0,yes,
Hosspitality Inc,Food Services,,131 Gough St,CA,San Francisco,94102.0,02/01/2012,,Hayes Valley,"131 GOUGH ST
San Francisco, CA 94102
(37.774655, -122.422545)",5.0,,no,2373.0
Abc Bakery Cafe Inc,Food Services,,2500 Noriega St,CA,San Francisco,94122.0,02/01/2012,11/01/2016,Sunset/Parkside,"2500 NORIEGA ST
San Francisco, CA 94122
(37.753633, -122.490409)",4.0,1735.0,yes,
The Lunch Box,Food Services,Multiple,50 Phelan Av,CA,San Francisco,94112.0,10/01/2008,,West of Twin Peaks,"50 PHELAN AV
San Francisco, CA 94112
(37.725702, -122.452375)",7.0,,no,3591.0
Secret Scoop,Food Services,,34 Rausch St 400,CA,San Francisco,94103.0,02/12/2012,12/01/2015,South of Market,"34 RAUSCH ST
San Francisco, CA 94103
(37.776687, -122.41)",6.0,1388.0,yes,
Cafe Creme De Hayes Valley Llc,Food Services,"Restaurant Less Than 1,000 Sqft",50 Oak St,CA,San Francisco,94102.0,01/23/2012,,Hayes Valley,"50 OAK ST
San Francisco, CA 94102
(37.775312, -122.420155)",5.0,,no,2382.0
St Vincent,Food Services,,1270 Valencia St,CA,San Francisco,94110.0,10/06/2011,03/26/2016,Mission,"1270 VALENCIA ST
San Francisco, CA 94110
(37.752563, -122.420706)",8.0,1633.0,yes,
Bottle Farm,Food Services,,3141 16th St,CA,San Francisco,94103.0,01/30/2012,,Mission,"3141 16TH ST
San Francisco, CA 94103
(37.764865, -122.422867)",8.0,,no,2375.0
Karma Meals,Food Services,,603 Lomita Av,CA,Millbrae,94030.0,10/18/2010,,,"603 LOMITA AV
MILLBRAE, CA 94030
(37.61035, -122.413931)",,,no,2844.0
Jt Restaurant Catering,Food Services,"Restaurant 1,000 - 2,000 Sqft",953 Mission St 100,CA,San Francisco,94103.0,10/18/2010,,South of Market,"953 MISSION ST
San Francisco, CA 94103
(37.781721, -122.407765)",6.0,,no,2844.0
Lou Lou,Food Services,,190 Monterey Blvd 201,CA,San Francisco,94131.0,02/15/2012,,West of Twin Peaks,"190 MONTEREY BLVD
San Francisco, CA 94131
(37.731634, -122.439465)",7.0,,no,2359.0
Cater2.me,Food Services,,1455 Market St 400,CA,San Francisco,94103.0,10/11/2010,,South of Market,"1455 MARKET ST
San Francisco, CA 94103
(37.775826, -122.418411)",6.0,,no,2851.0
Isobune Sushi Sf,Food Services,,1737 Post St 355,CA,San Francisco,94115.0,09/30/2010,,Japantown,"1737 POST ST
San Francisco, CA 94115
(37.785551, -122.430082)",5.0,,no,2862.0
Sushirrito,Food Services,Take-Out Establishment,475 Sansome St 120n,CA,San Francisco,94111.0,10/21/2010,,Chinatown,"475 SANSOME ST
San Francisco, CA 94111
(37.794796, -122.401499)",3.0,,no,2841.0
Bullitt,Food Services,"Restaurant 1,000 - 2,000 Sqft",2209 Polk St,CA,San Francisco,94109.0,12/19/2009,,,"2209 POLK ST
San Francisco, CA 94109
(37.797135, -122.422031)",,,no,3147.0
Sushi Bistro,Food Services,"Restaurant Greater Than 2,000 Sqft",431 Balboa St,CA,San Francisco,94118.0,02/09/2011,,Inner Richmond,"431 BALBOA ST
San Francisco, CA 94118
(37.77725, -122.46351)",1.0,,no,2730.0
The Sandwich Stand,Food Services,Mobile Food Facility 2,58 Main St,CA,San Francisco,94105.0,03/09/2012,04/25/2017,Financial District/South Beach,"58 MAIN ST
San Francisco, CA 94105
(37.792358, -122.395603)",6.0,1873.0,yes,
The Sandwich Stand,Food Services,,351 California St,CA,San Francisco,94104.0,03/09/2012,04/25/2017,,"351 CALIFORNIA ST
San Francisco, CA 94104
(37.793114, -122.400779)",,1873.0,yes,
Soup Galaxy,Food Services,,141 Chicago Way,CA,San Francisco,94112.0,11/01/2010,,Excelsior,"141 CHICAGO WAY
San Francisco, CA 94112
(37.710998, -122.430796)",11.0,,no,2830.0
Pharaohs,Food Services,"Restaurant Less Than 1,000 Sqft",608 Geary St,CA,San Francisco,94109.0,01/09/2012,,Tenderloin,"608 GEARY ST
San Francisco, CA 94109
(37.786672, -122.4136)",3.0,,no,2396.0
Mission Rock Resort,Food Services,"Restaurant Greater Than 2,000 Sqft",817 Terry Francois Blvd,CA,San+francisco,94158.0,02/23/2012,,,"817 TERRY FRANCOIS BLVD
San Francisco, CA 94158
(37.765343, -122.386915)",,,no,2351.0
Subway #53761,Food Services,,160 Broadway St,CA,San+francisco,94111.0,01/25/2012,,,"160 BROADWAY ST
San Francisco, CA 94111
(37.798606, -122.400836)",,,no,2380.0
Subway Sandwich #56406,Food Services,"Restaurant Less Than 1,000 Sqft",595 Buckingham Way 587,CA,San Francisco,94132.0,01/25/2012,,Lakeshore,"595 BUCKINGHAM WAY
San Francisco, CA 94132
(37.73015, -122.47621)",7.0,,no,2380.0
Kimmie Cake Desserts,Food Services,,525 28th Ave 3,CA,San Francisco,94121.0,02/28/2012,,Outer Richmond,"525 28TH AVE
San Francisco, CA 94121
(37.779405, -122.487925)",1.0,,no,2346.0
Dolce Amore,Food Services,"Restaurant Less Than 1,000 Sqft",1477 Van Ness Ave,CA,San Francisco,94109.0,03/05/2012,,Western Addition,"1477 VAN NESS AVE
San Francisco, CA 94109
(37.789065, -122.42215)",2.0,,no,2340.0
Butter Love Bakeshop,Food Services,,2962 24th St,CA,San Francisco,94110.0,11/09/2010,10/18/2017,Mission,"2962 24TH ST
San Francisco, CA 94110
(37.752668, -122.411378)",9.0,2535.0,yes,
Butter Love Bakeshop,Food Services,,3251 20th Ave,CA,San Francisco,94132.0,11/09/2010,10/18/2017,Lakeshore,"3251 20TH AVE
San Francisco, CA 94132
(37.727905, -122.475605)",7.0,2535.0,yes,
Whipped & Beaten,Food Services,,701 Taylor St 502,CA,San Francisco,94108.0,03/02/2012,12/31/2014,Nob Hill,"701 TAYLOR ST
San Francisco, CA 94108
(37.789055, -122.411964)",3.0,1034.0,yes,
Tout Sweet Patisserie,Food Services,,170 O'farrell St,CA,San Francisco,94108.0,03/01/2012,12/31/2017,,"170 O FARRELL ST
FLR San Francisco, CA 94108
",,2131.0,yes,
Tout Sweet Patisserie,Food Services,,1 Ferry Bldg,CA,San Francisco,94111.0,03/01/2012,12/31/2017,,"1 FERRY
BLDG San Francisco, CA 94111
",,2131.0,yes,
Kama Sushi Soma,Food Services,Multiple,294 9th St,CA,San Francisco,94103.0,03/06/2012,,South of Market,"294 9TH ST
San Francisco, CA 94103
(37.773785, -122.411606)",6.0,,no,2339.0
Lc88 Enterprises Llc,Food Services,Take-Out Establishment,2208 Fillmore St,CA,San Francisco,94115.0,11/20/2010,,,"2208 FILLMORE ST
San Francisco, CA 94115
(37.790044, -122.434078)",,,no,2811.0
Yoppi Frozen Yogurt,Food Services,,2208 Fillmore St,CA,San Francisco,94115.0,11/20/2010,,,"2208 FILLMORE ST
San Francisco, CA 94115
(37.790044, -122.434078)",,,no,2811.0
Pier 39 Ice Cream,Food Services,,Pier #39 Unit B 131,CA,San+francisco,94133.0,01/01/2011,,,"131 San
Francisco, CA 94133
",,,no,2769.0
Waffle Cone,Food Services,Take-Out Establishment,Pier #39 B4,CA,San+francisco,94133.0,01/01/2011,,,"B4 San
Francisco, CA 94133
",,,no,2769.0
Blue Barn Garmet,Food Services,"Restaurant 1,000 - 2,000 Sqft",2237 Polk St,CA,San Francisco,94109.0,06/15/2012,,Russian Hill,"2237 POLK ST
San Francisco, CA 94109
(37.79753, -122.42211)",3.0,,no,2238.0
Sauce Belden,Food Services,"Restaurant Less Than 1,000 Sqft",56 Belden Pl,CA,San Francisco,94104.0,02/06/2012,,,"56 BELDEN PL
San Francisco, CA 94104
(37.791444, -122.403812)",,,no,2368.0
Sauce Bar And Grill,Food Services,,56 Belden Pl,CA,San Francisco,94104.0,02/06/2012,,,"56 BELDEN PL
San Francisco, CA 94104
(37.791444, -122.403812)",,,no,2368.0
The Sweet House,Food Services,"Restaurant Less Than 1,000 Sqft",3512 Balboa St,CA,San Francisco,94121.0,02/01/2012,,Outer Richmond,"3512 BALBOA ST
San Francisco, CA 94121
(37.775747, -122.496513)",1.0,,no,2373.0
Shanghai Dumpling King,Food Services,"Restaurant 1,000 - 2,000 Sqft",3319 Balboa St,CA,San Francisco,94121.0,12/01/2010,,,"3319 BALBOA ST
San Francisco, CA 94121
(37.775837, -122.494482)",,,no,2800.0
Chotto,Food Services,Multiple,3317 Steiner St,CA,San Francisco,94123.0,11/29/2010,,Marina,"3317 STEINER ST
San Francisco, CA 94123
(37.799965, -122.437768)",2.0,,no,2802.0
Swamp,Food Services,,5423 Geary Bl,CA,San Francisco,94121.0,04/01/2012,02/22/2017,Outer Richmond,"5423 GEARY
BL San Francisco, CA 94121
(37.780351, -122.477487)",1.0,1788.0,yes,
Hearth Coffee Roasters,Food Services,"Restaurant 1,000 - 2,000 Sqft",3985 17th St,CA,San Francisco,94114.0,11/29/2010,,Castro/Upper Market,"3985 17TH ST
San Francisco, CA 94114
(37.762538, -122.434371)",8.0,,no,2802.0
Hayahon,Food Services,,4167 17th St,CA,San Francisco,94114.0,04/01/2012,01/01/2018,Castro/Upper Market,"4167 17TH ST
San Francisco, CA 94114
(37.762271, -122.43882)",8.0,2101.0,yes,
Breaking Bread Sandwiches,Food Services,,4 Embarcadero Ctr Street Level,CA,San+francisco,94111.0,12/06/2010,,,"4 EMBARCADERO CTR STREET
LEVEL San Francisco, CA 94111
(37.795106, -122.396158)",,,no,2795.0
Advanced Fresh Concepts Franch,Food Services,,19205 South Laurel Park Rd,CA,Rancho+dominguez,90220.0,01/01/1996,,,"19205 SOUTH LAUREL PARK RD
RANCHO DOMINGUEZ, CA 90220
(33.857433, -118.219726)",,,no,8248.0
Afc Sushi @ Mollie Stone's #9,Food Services,Take-Out Establishment,4201 18th Street,CA,San Francisco,94114.0,01/01/1996,,Castro/Upper Market,"4201 18TH STREET
SAN FRANCISCO, CA 94114
(37.760809, -122.436422)",8.0,,no,8248.0
Afc Sushi @ Safeway #1507,Food Services,Take-Out Establishment,2020 Market Street,CA,San Francisco,94114.0,01/01/1996,,Castro/Upper Market,"2020 MARKET STREET
SAN FRANCISCO, CA 94114
(37.768701, -122.427535)",8.0,,no,8248.0
Afc Sushi @ Mollie Stone's #2,Food Services,"Restaurant Less Than 1,000 Sqft",2435 California St,CA,San Francisco,94115.0,01/01/1996,,Pacific Heights,"2435 CALIFORNIA ST
SAN FRANCISCO, CA 94115
(37.788785, -122.434796)",2.0,,no,8248.0
Afc Sushi @ Safeway #1711,Food Services,Take-Out Establishment,15 Marina Blvd,CA,San Francisco,94123.0,01/01/1996,,,"15 MARINA BLVD
SAN FRANCISCO, CA 94123
(37.805097, -122.43308)",,,no,8248.0
Afc Sushi @ Safeway #1206,Food Services,Take-Out Establishment,300 Bay Street,CA,San Francisco,94133.0,01/01/1996,,North Beach,"300 BAY STREET
SAN FRANCISCO, CA 94133
(37.805825, -122.411966)",3.0,,no,8248.0
Afc Sushi @ Safeway #667,Food Services,Take-Out Establishment,5290 Diamon Heights Blvd,CA,San Francisco,94131.0,01/01/1996,,Glen Park,"5290 DIAMON HEIGHTS BLVD
SAN FRANCISCO, CA 94131
(37.743846, -122.438211)",8.0,,no,8248.0
Afc Sushi @ Haight Street Mkt,Food Services,Retail Food Market W/food Prep. Lt 5001 Sqft,1530 Haight St,CA,San Francisco,94117.0,01/01/1996,,Haight Ashbury,"1530 HAIGHT ST
SAN FRANCISCO, CA 94117
(37.769917, -122.447559)",5.0,,no,8248.0
Afc Sushi @ Safeway #4601,Food Services,Take-Out Establishment,145 Jackson St,CA,San Francisco,94111.0,01/01/1996,,,"145 JACKSON ST
SAN FRANCISCO, CA 94111
(37.797051, -122.398626)",,,no,8248.0
Feve Artisan Chocolatier Llc,Food Services,,2210 Keith St,CA,San Francisco,94124.0,03/01/2012,06/30/2017,Bayview Hunters Point,"2210 KEITH ST
San Francisco, CA 94124
(37.727296, -122.391274)",10.0,1947.0,yes,
Karachi Chicken Inc,Food Services,,533 Jones St,CA,San Francisco,94102.0,04/01/2012,06/30/2016,Tenderloin,"533 JONES ST
San Francisco, CA 94102
(37.786312, -122.413084)",6.0,1551.0,yes,
Padrecito,Food Services,,901 Cole St,CA,San Francisco,94117.0,04/01/2012,,,"901 COLE ST
SAN FRANCISCO, CA 94117
(37.765812, -122.449973)",,,no,2313.0
Padrecito,Food Services,Multiple,901 Cole St,CA,San Francisco,94117.0,04/01/2012,,Haight Ashbury,"901 COLE ST
San Francisco, CA 94117
(37.765812, -122.449973)",5.0,,no,2313.0
West Of Pecos,Food Services,Multiple,550 Valencia St,CA,San Francisco,94110.0,04/01/2012,,Mission,"550 VALENCIA ST
San Francisco, CA 94110
(37.763886, -122.421785)",8.0,,no,2313.0
Sarku Japan,Food Services,Fast Food Extablishment,865 Market St Sp# C-08,CA,San+francisco,94103.0,04/01/2012,,,"865 MARKET ST
San Francisco, CA 94103
(37.784904, -122.406929)",,,no,2313.0
New Dna Cafe,Food Services,,407 Clement St,CA,San Francisco,94118.0,03/15/2012,12/31/2015,Inner Richmond,"407 CLEMENT ST
San Francisco, CA 94118
(37.782995, -122.463624)",1.0,1386.0,yes,
Level Up,Food Services,,1 Congress St 111,MA,Boston,2114.0,04/01/2012,,,"1 CONGRESS ST
BOSTON, MA 02114
(42.362602, -71.058598)",,,no,2313.0
Level Up,Food Services,,135 Main St 13th Fl,CA,San Francisco,94105.0,04/01/2012,,Financial District/South Beach,"135 MAIN ST
San Francisco, CA 94105
(37.791261, -122.394215)",6.0,,no,2313.0
Doe's House Of Soul Catering S,Food Services,,1860 Newhall St,CA,San Francisco,94124.0,03/03/2012,,Bayview Hunters Point,"1860 NEWHALL ST
San Francisco, CA 94124
(37.732272, -122.395308)",10.0,,no,2342.0
Edulis Events,Food Services,,1064 Innes Ave,CA,San Francisco,94124.0,03/15/2012,,Bayview Hunters Point,"1064 INNES AVE
San Francisco, CA 94124
(37.733727, -122.378766)",10.0,,no,2330.0
After Osha Llc,Food Services,"Restaurant 1,000 - 2,000 Sqft",432 Sutter,CA,San+francisco,94108.0,12/07/2010,02/28/2018,,"432 SUTTER
San Francisco, CA 94108
(37.789358, -122.407529)",,2640.0,yes,
Rinconcito Nicaraguense,Food Services,,3161 24th St,CA,San Francisco,94110.0,12/01/2010,,Mission,"3161 24TH ST
San Francisco, CA 94110
(37.752431, -122.415313)",9.0,,no,2800.0
Kz Mgt Inc,Food Services,,690 Mission St,CA,San Francisco,94108.0,01/01/2011,,,"690 MISSION ST
San Francisco, CA 94108
(37.786499, -122.401742)",,,no,2769.0
Home Maid Ravioli Co Inc,Food Services,Caterer Retail Food Vehicles,360a Shaw Rd,CA,S+san+fran,94080.0,01/01/2008,,,"360A SHAW RD S
SAN FRAN, CA 94080
(37.636022, -122.406014)",,,no,3865.0
The Century Club Of California,Food Services,Places Of Public Assembly & Open-Air Assembly,1355 Franklin St,CA,San Francisco,94109.0,01/01/2004,,Western Addition,"1355 FRANKLIN ST
San Francisco, CA 94109
(37.787067, -122.423372)",2.0,,no,5326.0
Chevys Fresh Mex,Food Services,,201 3rd St,CA,San Francisco,94103.0,03/20/2012,03/27/2015,Financial District/South Beach,"201 3RD ST
San Francisco, CA 94103
(37.784695, -122.400085)",6.0,1102.0,yes,
Great Steak And Potato,Food Services,,3251 20th Av,CA,San Francisco,94132.0,03/20/2012,08/15/2016,Lakeshore,"3251 20TH AV
San Francisco, CA 94132
(37.727905, -122.475605)",7.0,1609.0,yes,
Wise Sons Delicatessen,Food Services,"Restaurant 1,000 - 2,000 Sqft",3150 24th St,CA,San Francisco,94110.0,12/25/2010,,Mission,"3150 24TH ST
San Francisco, CA 94110
(37.752429, -122.415334)",9.0,,no,2776.0
The Bakery,Food Services,,2590 Mission St,CA,San Francisco,94110.0,12/25/2010,,,"2590 MISSION ST
San Francisco, CA 94110
(37.755566, -122.418759)",,,no,2776.0
Dq Orange,Food Services,,72 Serramonte Center 41978,CA,Daly+city,94015.0,03/20/2012,08/15/2016,,"72 SERRAMONTE CENTER
DALY CITY, CA 94015
(37.67394, -122.46955)",,1609.0,yes,
Little Griddle,Food Services,,1400 Market St,CA,San Francisco,94102.0,04/01/2012,,Tenderloin,"1400 MARKET ST
San Francisco, CA 94102
(37.776123, -122.418039)",6.0,,no,2313.0
Lunch Geek Llc,Food Services,,1475 Market St,CA,San Francisco,94103.0,04/01/2012,,Mission,"1475 MARKET ST
San Francisco, CA 94103
(37.775695, -122.418579)",6.0,,no,2313.0
Mavelous Llc,Food Services,Multiple,1408 Market St,CA,San Francisco,94102.0,04/01/2012,,Tenderloin,"1408 MARKET ST
San Francisco, CA 94102
(37.776362, -122.417742)",6.0,,no,2313.0
Bayshore Market Deli & Liquor,Food Services,Multiple,300 Bayshore Blvd,CA,San Francisco,94124.0,04/01/2012,,Bernal Heights,"300 BAYSHORE BLVD
San Francisco, CA 94124
(37.74306, -122.405338)",9.0,,no,2313.0
Chino's Taqueria Inc,Food Services,"Restaurant 1,000 - 2,000 Sqft",3416 Balboa St,CA,San Francisco,94121.0,03/01/2012,,Outer Richmond,"3416 BALBOA ST
San Francisco, CA 94121
(37.775787, -122.495588)",1.0,,no,2344.0
Slurp Ramen,Food Services,"Restaurant 1,000 - 2,000 Sqft",710 Commercial St,CA,San Francisco,94108.0,04/01/2012,,Chinatown,"710 COMMERCIAL ST
San Francisco, CA 94108
(37.793986, -122.404869)",3.0,,no,2313.0
Evas Coffee,Food Services,,1443 Lombard St A,CA,San Francisco,94123.0,04/08/2012,08/17/2016,Marina,"1443 LOMBARD ST
A San Francisco, CA 94123
(37.801167, -122.425393)",2.0,1592.0,yes,
Olive This Olive That,Food Services,"Retail Mkts W/o Prep (Under 5,001)",304 Vicksburg St,CA,San Francisco,94114.0,04/15/2012,04/19/2018,,"304 VICKSBURG ST
San Francisco, CA 94114
(37.751602, -122.428545)",,2195.0,yes,
Joe's Ice Cream,Food Services,"Restaurant 1,000 - 2,000 Sqft",5420 Geary Blvd,CA,San Francisco,94121.0,04/01/2012,,Outer Richmond,"5420 GEARY BLVD
San Francisco, CA 94121
(37.780476, -122.477792)",1.0,,no,2313.0
Tacos El Paisano,Food Services,Multiple,3480 Cesar Chavez St,CA,San Francisco,94110.0,04/01/2012,,Mission,"3480 CESAR CHAVEZ ST
San Francisco, CA 94110
",9.0,,no,2313.0
Della Fattoria,Food Services,Caterer Retail Food Vehicles,1 Ferry Building,CA,San Francisco,94105.0,04/26/2003,,,"1 FERRY
BUILDING San Francisco, CA 94105
",,,no,5576.0
Della Fattoria,Food Services,,141 Petaluma Bl,CA,Petaluma,94952.0,04/26/2003,,,"141 PETALUMA
BL PETALUMA, CA 94952
",,,no,5576.0
Globe Trotter Kitchen,Food Services,,8706 Burr St,CA,Oakland,94605.0,03/28/2012,,,"8706 BURR ST
OAKLAND, CA 94605
(37.758259, -122.160991)",,,no,2317.0
Marina Pizza & Pasta,Food Services,"Restaurant 1,000 - 2,000 Sqft",2139 Lombard St,CA,San Francisco,94123.0,04/01/2012,,Marina,"2139 LOMBARD ST
San Francisco, CA 94123
(37.799713, -122.436713)",2.0,,no,2313.0
Nopalito,Food Services,"Restaurant Greater Than 2,000 Sqft",1224 9th Ave,CA,San Francisco,94122.0,04/23/2012,,Inner Sunset,"1224 9TH AVE
San Francisco, CA 94122
(37.76472, -122.466364)",5.0,,no,2291.0
San Sun Restaurant,Food Services,Multiple,848 Washington St,CA,San Francisco,94108.0,11/16/2010,,Chinatown,"848 WASHINGTON ST
San Francisco, CA 94108
(37.795051, -122.407236)",3.0,,no,2815.0
Torrez Taqueria Incorporated,Food Services,"Restaurant 1,000 - 2,000 Sqft",1338 Ocean Ave,CA,San Francisco,94112.0,03/29/2012,,West of Twin Peaks,"1338 OCEAN AVE
San Francisco, CA 94112
(37.724086, -122.457117)",7.0,,no,2316.0
Blackwood Thai,Food Services,"Restaurant 1,000 - 2,000 Sqft",2150 Chestnut St,CA,San Francisco,94123.0,04/02/2012,,Marina,"2150 CHESTNUT ST
San Francisco, CA 94123
(37.800485, -122.438826)",2.0,,no,2312.0
Dragoneats,Food Services,"Restaurant Less Than 1,000 Sqft",520 Gough St,CA,San Francisco,94102.0,05/01/2012,,Hayes Valley,"520 GOUGH ST
San Francisco, CA 94102
(37.777999, -122.423217)",5.0,,no,2283.0
Dragoneats,Food Services,"Restaurant Less Than 1,000 Sqft",555 Folsom St,CA,San Francisco,94105.0,05/01/2012,,Financial District/South Beach,"555 FOLSOM ST
San Francisco, CA 94105
(37.786264, -122.395806)",6.0,,no,2283.0
Dunya Bistro,Food Services,"Restaurant 1,000 - 2,000 Sqft",1609 Polk St,CA,San Francisco,94109.0,08/02/2012,,,"1609 POLK ST
San Francisco, CA 94109
(37.791576, -122.420889)",,,no,2190.0
Mission Cheese,Food Services,"Restaurant Less Than 1,000 Sqft",736 Valencia St,CA,San Francisco,94110.0,02/01/2011,,,"736 VALENCIA ST
San Francisco, CA 94110
(37.761153, -122.421526)",,,no,2738.0
Michaelis Food Store,Food Services,Multiple,901 North Point St,CA,San Francisco,94105.0,04/01/2012,,Russian Hill,"901 NORTH POINT ST
San Francisco, CA 94105
(37.805495, -122.422167)",2.0,,no,2313.0
Live Free Organic,Food Services,,903b North Point St,CA,San Francisco,94109.0,04/01/2012,,Russian Hill,"903B NORTH POINT ST
San Francisco, CA 94109
(37.805485, -122.422241)",2.0,,no,2313.0
Ratcha Thai,Food Services,,631 Broadway St,CA,San Francisco,94133.0,04/01/2012,,,"631 BROADWAY ST
San Francisco, CA 94133
(37.797764, -122.407508)",,,no,2313.0
La Bella Vita,Food Services,,450 Columbus Ave,CA,San Francisco,94133.0,05/01/2012,12/31/2016,North Beach,"450 COLUMBUS AVE
San Francisco, CA 94133
(37.799, -122.408279)",3.0,1705.0,yes,
Olea Restaurant,Food Services,,1494 California St,CA,San Francisco,94109.0,05/01/2012,12/31/2016,Nob Hill,"1494 CALIFORNIA ST
San Francisco, CA 94109
(37.790792, -122.418965)",3.0,1705.0,yes,
Siam Saigon 2,Food Services,,629 Broadway St,CA,San Francisco,94134.0,04/01/2012,,,"629 BROADWAY ST
San Francisco, CA 94134
(37.797768, -122.40748)",,,no,2313.0
Asian Bowl,Food Services,,629 Broadway St,CA,San+francisco,94134.0,04/01/2012,,,"629 BROADWAY ST
San Francisco, CA 94134
(37.797768, -122.40748)",,,no,2313.0
Sauce,Food Services,,56 Belden Pl,CA,San Francisco,94104.0,02/06/2012,,,"56 BELDEN PL
San Francisco, CA 94104
(37.791444, -122.403812)",,,no,2368.0
San Tung Restaurant,Food Services,Multiple,1031 Irving St,CA,San Francisco,94122.0,07/01/2011,,Inner Sunset,"1031 IRVING ST
San Francisco, CA 94122
(37.763931, -122.468904)",5.0,,no,2588.0
Sweet Aha!,Food Services,,1361 45th Ave,CA,San Francisco,94122.0,04/02/2012,01/01/2018,Sunset/Parkside,"1361 45TH AVE
San Francisco, CA 94122
(37.7612, -122.504904)",4.0,2100.0,yes,
Sweet Aha! Bake Shop,Food Services,,1361 45th Ave,CA,San Francisco,94122.0,04/02/2012,01/01/2018,Sunset/Parkside,"1361 45TH AVE
San Francisco, CA 94122
(37.7612, -122.504904)",4.0,2100.0,yes,
Peet's Coffee & Tea,Food Services,"Restaurant Less Than 1,000 Sqft",1630 Holloway Ave,CA,San Francisco,94132.0,04/09/2012,,,"1630 HOLLOWAY AVE
San Francisco, CA 94132
(37.720868, -122.477631)",,,no,2305.0
