business_name,category,lic_code,street_address,State,City,zipcode,business_start_date,business_end_date,neighborhoods,business_location,supervisor_district,Lifespan,closed,age_if_opened,formatted_address_x,formatted_name_x,uniqueid,full_address,business_id,name,MA,year,formatted_address_y,formatted_name_y,latitude,longitude
irmas pampanga restaurant,Food Services,,2901 16th st,CA,San Francisco,94103.0,02/12/2003,,Mission,,9.0,,no,5649.0,2901 16th,irmas,irmas2901 16th,"2901 16th st, San Francisco, CA, 94103.0",2326,irmas pampanga restaurant,80.0,2018.0,2901 16th,irmas,37.765123,-122.417919
tonys cable car restaurant,Food Services,"Restaurant Less Than 1,000 Sqft",2500 geary blvd,CA,San Francisco,94115.0,08/01/1972,,Presidio Heights,"2500 GEARY BLVD
San Francisco, CA 94115
(37.782744, -122.444769)",2.0,,no,16801.0,2500 geary,tonys,tonys2500 geary,"2500 geary blvd, San Francisco, CA, 94115.0",1135,tonys cable car restaurant,96.0,2017.0,2500 geary,tonys,37.782778,-122.444744
the cake house,Food Services,,5169 mission st,CA,San Francisco,94112.0,03/20/2018,05/15/2018,,,,56.0,yes,,5169 mission,the,the5169 mission,"5169 mission st, San Francisco, CA, 94112.0",4586,the cake house,89.0,2017.0,5169 mission,the,37.716039,-122.44128899999998
the cake house,Food Services,,5169 mission st,CA,San Francisco,94112.0,07/01/2018,,,,,,no,31.0,5169 mission,the,the5169 mission,"5169 mission st, San Francisco, CA, 94112.0",4586,the cake house,89.0,2017.0,5169 mission,the,37.716039,-122.44128899999998
the cake house,Food Services,Take-Out Establishment,5169 mission st,CA,San Francisco,94112.0,02/01/1996,04/30/2018,Excelsior,"5169 MISSION ST
San Francisco, CA 94112
(37.71608, -122.441321)",11.0,8124.0,yes,,5169 mission,the,the5169 mission,"5169 mission st, San Francisco, CA, 94112.0",4586,the cake house,89.0,2017.0,5169 mission,the,37.716039,-122.44128899999998
facebook inc,Food Services,Employee Cafeterias W/food Prep,181 fremont st 25th fl,CA,San Francisco,94105.0,07/01/2006,,Financial District/South Beach,,6.0,,no,4414.0,181 fremont,facebook,facebook181 fremont,"181 fremont st 25th fl, San Francisco, CA, 94105.0",96132,facebook inc,100.0,2018.0,181 fremont,facebook,,
swiss louis restaurant inc,Food Services,"Restaurant Greater Than 2,000 Sqft",pier 39 204,CA,San+francisco,94133.0,10/01/1968,,,"204 San
Francisco, CA 94133
",,,no,18201.0,pier 39,swiss,swisspier 39,"pier 39 204, San+francisco, CA, 94133.0",3445,swiss louis restaurant,82.5,2018.0,pier 39,swiss,37.80824000000001,-122.410189
crepe  curry,Food Services,"Restaurant Less Than 1,000 Sqft",5 embarcadero center,CA,San Francisco,94111.0,05/10/2018,,,,,,no,83.0,5 embarcadero,crepe,crepe5 embarcadero,"5 embarcadero center, San Francisco, CA, 94111.0",96214,crepe  curry,100.0,2018.0,5 embarcadero,crepe,,
crepe  curry,Food Services,"Restaurant Less Than 1,000 Sqft",5 embarcadero ctr,CA,San Francisco,94111.0,11/01/2012,05/28/2018,,"5 EMBARCADERO CTR
San Francisco, CA 94111
(37.795106, -122.396158)",,2034.0,yes,,5 embarcadero,crepe,crepe5 embarcadero,"5 embarcadero ctr, San Francisco, CA, 94111.0",96214,crepe  curry,100.0,2018.0,5 embarcadero,crepe,,
burger joint,Food Services,"Restaurant 1,000 - 2,000 Sqft",807 valencia st,CA,San Francisco,94110.0,02/01/1994,,Mission,"807 VALENCIA ST
San Francisco, CA 94110
(37.75985, -122.421405)",9.0,,no,8947.0,807 valencia,burger,burger807 valencia,"807 valencia st, San Francisco, CA, 94110.0",2317,burger joint,91.0,2018.0,807 valencia,burger,37.759933,-122.421356
pho vung tau,Food Services,,708 vallejo st,CA,San Francisco,94133.0,07/01/2018,,Chinatown,,3.0,,no,31.0,708 vallejo,pho,pho708 vallejo,"708 vallejo st, San Francisco, CA, 94133.0",37152,pho vung tau inc,80.0,2017.0,708 vallejo,pho,37.798578000000006,-122.409094
pho vung tau inc,Food Services,"Restaurant Less Than 1,000 Sqft",708 vallejo st,CA,San Francisco,94133.0,03/26/2008,,,"708 VALLEJO ST
San Francisco, CA 94133
(37.798521, -122.40929)",,,no,3780.0,708 vallejo,pho,pho708 vallejo,"708 vallejo st, San Francisco, CA, 94133.0",37152,pho vung tau inc,80.0,2017.0,708 vallejo,pho,37.798578000000006,-122.409094
chestnut st coffee roastery,Food Services,,2331 chestnut st,CA,San Francisco,94123.0,03/01/2001,12/31/2015,Marina,"2331 CHESTNUT ST
San Francisco, CA 94123
(37.800122, -122.441698)",2.0,5418.0,yes,,2331 chestnut,chestnut,chestnut2331 chestnut,"2331 chestnut st, San Francisco, CA, 94123.0",86593,chestnut street coffee roastery,91.0,2017.0,2331 chestnut,chestnut,,
chestnut street coffee roastery,Food Services,"Restaurant Greater Than 2,000 Sqft",2331 chestnut st,CA,San Francisco,94123.0,01/01/2016,,,"2331 CHESTNUT ST
SAN FRANCISCO, CA 94123
(37.800122, -122.441698)",,,no,943.0,2331 chestnut,chestnut,chestnut2331 chestnut,"2331 chestnut st, San Francisco, CA, 94123.0",86593,chestnut street coffee roastery,91.0,2017.0,2331 chestnut,chestnut,,
isa,Food Services,,3324 steiner st,CA,San Francisco,94123.0,05/14/2018,,Marina,,2.0,,no,79.0,3324 steiner,isa,isa3324 steiner,"3324 steiner st, San Francisco, CA, 94123.0",62521,isa restaurant,94.0,2018.0,3324 steiner,isa,37.800057,-122.43773600000002
isa restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",3324 steiner st,CA,San Francisco,94123.0,04/01/2010,,,"3324 STEINER ST
San Francisco, CA 94123
(37.800018, -122.437779)",,,no,3044.0,3324 steiner,isa,isa3324 steiner,"3324 steiner st, San Francisco, CA, 94123.0",62521,isa restaurant,94.0,2018.0,3324 steiner,isa,37.800057,-122.43773600000002
jackson fillmore trattoria,Food Services,"Restaurant 1,000 - 2,000 Sqft",2506 fillmore st,CA,San Francisco,94115.0,01/01/1997,,Pacific Heights,"2506 FILLMORE ST
San Francisco, CA 94115
(37.792643, -122.43461)",2.0,,no,7882.0,2506 fillmore,jackson,jackson2506 fillmore,"2506 fillmore st, San Francisco, CA, 94115.0",65412,jackson fillmore trattoria,89.0,2018.0,2506 fillmore,jackson,37.792658,-122.434556
mixt greens/mixt,Food Services,Multiple,901 valencia st,CA,San Francisco,94110.0,01/04/2012,,,,,,no,2401.0,901 valencia,mixt,mixt901 valencia,"901 valencia st, San Francisco, CA, 94110.0",95491,mixt greens / mixt,96.0,2018.0,901 valencia,mixt,,
grant place restaurant,Food Services,,737 washington st,CA,San Francisco,94108.0,05/15/2018,,,,,,no,78.0,737 washington,grant,grant737 washington,"737 washington st, San Francisco, CA, 94108.0",68865,grant place restaurant,83.0,2017.0,737 washington,grant,37.795166,-122.405924
san francisco proper hotel  villon,Food Services,,1100 market st,CA,San Francisco,94102.0,05/18/2017,,,,,,no,440.0,1100 market,san,san1100 market,"1100 market st, San Francisco, CA, 94102.0",92199,san francisco proper hotel,96.0,2018.0,1100 market,san,,
san francisco proper hotel  villon,Food Services,,1100 market st,CA,San Francisco,94102.0,05/18/2017,,,,,,no,440.0,1100 market,san,san1100 market,"1100 market st, San Francisco, CA, 94102.0",92200,san francisco proper hotel,96.0,2018.0,1100 market,san,,
san francisco proper hotel  villon,Food Services,,1100 market st,CA,San Francisco,94102.0,05/18/2017,,,,,,no,440.0,1100 market,san,san1100 market,"1100 market st, San Francisco, CA, 94102.0",92201,san francisco proper hotel,97.0,2018.0,1100 market,san,,
san francisco proper hotel  charmaines,Food Services,,1100 market st,CA,San Francisco,94102.0,05/18/2017,,,,,,no,440.0,1100 market,san,san1100 market,"1100 market st, San Francisco, CA, 94102.0",92199,san francisco proper hotel,96.0,2018.0,1100 market,san,,
san francisco proper hotel  charmaines,Food Services,,1100 market st,CA,San Francisco,94102.0,05/18/2017,,,,,,no,440.0,1100 market,san,san1100 market,"1100 market st, San Francisco, CA, 94102.0",92200,san francisco proper hotel,96.0,2018.0,1100 market,san,,
san francisco proper hotel  charmaines,Food Services,,1100 market st,CA,San Francisco,94102.0,05/18/2017,,,,,,no,440.0,1100 market,san,san1100 market,"1100 market st, San Francisco, CA, 94102.0",92201,san francisco proper hotel,97.0,2018.0,1100 market,san,,
poets cafe,Food Services,,100 larkin st,CA,San Francisco,94102.0,05/01/2018,,Tenderloin,,6.0,,no,92.0,100 larkin,poets,poets100 larkin,"100 larkin st, San Francisco, CA, 94102.0",87189,poets cafe,85.0,2017.0,100 larkin,poets,,
poets cafe,Food Services,,100 larkin st,CA,San Francisco,94102.0,03/01/2016,03/01/2016,Tenderloin,"100 LARKIN ST
SAN FRANCISCO, CA 94102
(37.778989, -122.416672)",6.0,0.0,yes,,100 larkin,poets,poets100 larkin,"100 larkin st, San Francisco, CA, 94102.0",87189,poets cafe,85.0,2017.0,100 larkin,poets,,
poets cafe,Food Services,,100 larkin st,CA,San Francisco,94102.0,06/06/2016,06/06/2016,Tenderloin,"100 LARKIN ST
SAN FRANCISCO, CA 94102
(37.778989, -122.416672)",6.0,0.0,yes,,100 larkin,poets,poets100 larkin,"100 larkin st, San Francisco, CA, 94102.0",87189,poets cafe,85.0,2017.0,100 larkin,poets,,
poets cafe,Food Services,,100 larkin st,CA,San Francisco,94102.0,10/01/2016,10/01/2016,Tenderloin,,6.0,0.0,yes,,100 larkin,poets,poets100 larkin,"100 larkin st, San Francisco, CA, 94102.0",87189,poets cafe,85.0,2017.0,100 larkin,poets,,
poets cafe,Food Services,,100 larkin st,CA,San Francisco,94102.0,06/08/2016,,Tenderloin,,6.0,,no,784.0,100 larkin,poets,poets100 larkin,"100 larkin st, San Francisco, CA, 94102.0",87189,poets cafe,85.0,2017.0,100 larkin,poets,,
talytara,Food Services,,6439 california st,CA,San Francisco,94121.0,11/19/1979,11/19/1979,Outer Richmond,,1.0,0.0,yes,,6439 california,talytara,talytara6439 california,"6439 california st, San Francisco, CA, 94121.0",1810,talytara tea  polo shoppe,90.0,2015.0,6439 california,talytara,37.783773,-122.486779
talytara,Food Services,"Restaurant 1,000 - 2,000 Sqft",6439 california st,CA,San Francisco,94121.0,11/17/1979,,Outer Richmond,,1.0,,no,14137.0,6439 california,talytara,talytara6439 california,"6439 california st, San Francisco, CA, 94121.0",1810,talytara tea  polo shoppe,90.0,2015.0,6439 california,talytara,37.783773,-122.486779
talytara tea and polo shoppe,Food Services,"Restaurant 1,000 - 2,000 Sqft",6439 california st,CA,San Francisco,94121.0,11/17/1979,,,"6439 CALIFORNIA ST
San Francisco, CA 94121
(37.783803, -122.486781)",,,no,14137.0,6439 california,talytara,talytara6439 california,"6439 california st, San Francisco, CA, 94121.0",1810,talytara tea  polo shoppe,90.0,2015.0,6439 california,talytara,37.783773,-122.486779
the melt,Food Services,,455 market st ste 140,CA,San Francisco,94105.0,04/12/2011,,Financial District/South Beach,,6.0,,no,2668.0,455 market,the,the455 market,"455 market st ste 140, San Francisco, CA, 94105.0",93080,the organic coup,95.0,2018.0,455 market,the,,
the organic coup,Food Services,Take-Out Establishment,455 market st ste 170,CA,San Francisco,94105.0,09/07/2017,,Financial District/South Beach,,6.0,,no,328.0,455 market,the,the455 market,"455 market st ste 170, San Francisco, CA, 94105.0",93080,the organic coup,95.0,2018.0,455 market,the,,
yank sing,Food Services,Multiple,101 spear st 16 & 17,CA,San Francisco,94105.0,09/01/1979,,Financial District/South Beach,"101 SPEAR ST
San Francisco, CA 94105
(37.792534, -122.394067)",6.0,,no,14214.0,101 spear,yank,yank101 spear,"101 spear st 16 & 17, San Francisco, CA, 94105.0",3090,yank sing restaurant,85.0,2017.0,101 spear,yank,37.792577,-122.393992
no no burger,Food Services,Multiple,428 11th st,CA,San Francisco,94103.0,10/02/2015,,,"428 11TH ST
SAN FRANCISCO, CA 94103
(37.770022, -122.411736)",,,no,1034.0,428 11th,no,no428 11th,"428 11th st, San Francisco, CA, 94103.0",82878,no no burger,80.5,2017.0,428 11th,no,,
jasmine tea house,Food Services,,3253 mission st,CA,San Francisco,94110.0,10/30/2015,06/30/2017,,"3253 MISSION ST
SAN FRANCISCO, CA 94110
(37.744651, -122.420499)",,609.0,yes,,3253 mission,jasmine,jasmine3253 mission,"3253 mission st, San Francisco, CA, 94110.0",92662,jasmine tea house,88.0,2018.0,3253 mission,jasmine,,
jasmine tea house,Food Services,,3253 mission st,CA,San Francisco,94110.0,02/01/2012,11/01/2015,Bernal Heights,"3253 MISSION ST
San Francisco, CA 94110
(37.744651, -122.420499)",9.0,1369.0,yes,,3253 mission,jasmine,jasmine3253 mission,"3253 mission st, San Francisco, CA, 94110.0",92662,jasmine tea house,88.0,2018.0,3253 mission,jasmine,,
jasmine tea house,Food Services,"Restaurant 1,000 - 2,000 Sqft",3253 mission st,CA,San Francisco,94110.0,07/01/2017,,,,,,no,396.0,3253 mission,jasmine,jasmine3253 mission,"3253 mission st, San Francisco, CA, 94110.0",92662,jasmine tea house,88.0,2018.0,3253 mission,jasmine,,
sutter cafe,Food Services,"Restaurant Less Than 1,000 Sqft",330 sutter st,CA,San Francisco,94108.0,03/28/2017,,,,,,no,491.0,330 sutter,sutter,sutter330 sutter,"330 sutter st, San Francisco, CA, 94108.0",91331,sutter cafe,91.0,2018.0,330 sutter,sutter,,
sutter cafe,Food Services,,330 sutter st,CA,San Francisco,94108.0,02/11/2005,03/24/2017,Financial District/South Beach,"330 SUTTER ST
San Francisco, CA 94108
(37.789561, -122.40588)",3.0,4424.0,yes,,330 sutter,sutter,sutter330 sutter,"330 sutter st, San Francisco, CA, 94108.0",91331,sutter cafe,91.0,2018.0,330 sutter,sutter,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 2 4 & 5 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 2 4 & 5 st, San Francisco, CA, 94105.0",91073,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 2 4 & 5 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 2 4 & 5 st, San Francisco, CA, 94105.0",91074,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 2 4 & 5 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 2 4 & 5 st, San Francisco, CA, 94105.0",91075,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 2 4 & 5 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 2 4 & 5 st, San Francisco, CA, 94105.0",91076,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 2 4 & 5 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 2 4 & 5 st, San Francisco, CA, 94105.0",91077,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 2 4 & 5 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 2 4 & 5 st, San Francisco, CA, 94105.0",91078,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 6 7 & 8 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 6 7 & 8 st, San Francisco, CA, 94105.0",91073,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 6 7 & 8 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 6 7 & 8 st, San Francisco, CA, 94105.0",91074,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 6 7 & 8 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 6 7 & 8 st, San Francisco, CA, 94105.0",91075,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 6 7 & 8 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 6 7 & 8 st, San Francisco, CA, 94105.0",91076,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 6 7 & 8 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 6 7 & 8 st, San Francisco, CA, 94105.0",91077,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 6 7 & 8 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 6 7 & 8 st, San Francisco, CA, 94105.0",91078,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 9 10 & 11 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 9 10 & 11 st, San Francisco, CA, 94105.0",91073,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 9 10 & 11 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 9 10 & 11 st, San Francisco, CA, 94105.0",91074,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 9 10 & 11 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 9 10 & 11 st, San Francisco, CA, 94105.0",91075,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 9 10 & 11 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 9 10 & 11 st, San Francisco, CA, 94105.0",91076,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 9 10 & 11 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 9 10 & 11 st, San Francisco, CA, 94105.0",91077,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 9 10 & 11 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 9 10 & 11 st, San Francisco, CA, 94105.0",91078,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 12 13 &14 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 12 13 &14 st, San Francisco, CA, 94105.0",91073,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 12 13 &14 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 12 13 &14 st, San Francisco, CA, 94105.0",91074,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 12 13 &14 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 12 13 &14 st, San Francisco, CA, 94105.0",91075,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 12 13 &14 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 12 13 &14 st, San Francisco, CA, 94105.0",91076,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 12 13 &14 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 12 13 &14 st, San Francisco, CA, 94105.0",91077,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 12 13 &14 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 12 13 &14 st, San Francisco, CA, 94105.0",91078,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 15 16 & 17 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 15 16 & 17 st, San Francisco, CA, 94105.0",91073,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 15 16 & 17 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 15 16 & 17 st, San Francisco, CA, 94105.0",91074,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 15 16 & 17 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 15 16 & 17 st, San Francisco, CA, 94105.0",91075,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 15 16 & 17 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 15 16 & 17 st, San Francisco, CA, 94105.0",91076,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 15 16 & 17 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 15 16 & 17 st, San Francisco, CA, 94105.0",91077,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 15 16 & 17 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 15 16 & 17 st, San Francisco, CA, 94105.0",91078,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 19 20 & 21 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 19 20 & 21 st, San Francisco, CA, 94105.0",91073,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 19 20 & 21 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 19 20 & 21 st, San Francisco, CA, 94105.0",91074,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 19 20 & 21 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 19 20 & 21 st, San Francisco, CA, 94105.0",91075,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 19 20 & 21 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 19 20 & 21 st, San Francisco, CA, 94105.0",91076,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 19 20 & 21 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 19 20 & 21 st, San Francisco, CA, 94105.0",91077,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
bluestar refreshment servicesuber technologies inc,Food Services,Employee Cafeterias W/food Prep,555 market st. - floors 19 20 & 21 st,CA,San Francisco,94105.0,10/20/2012,,Financial District/South Beach,,6.0,,no,2111.0,555 market,bluestar,bluestar555 market,"555 market st. - floors 19 20 & 21 st, San Francisco, CA, 94105.0",91078,bluestar refreshment services  uber technologies inc,100.0,2017.0,555 market,bluestar,,
