business_name,lic_code,business_start_date,business_end_date,Lifespan,closed,age_if_opened,full_address,business_id,name,MA,year,lati,longi
north beach pizza too,"Restaurant Less Than 1,000 Sqft",01/01/1989,,,no,10804.0,"1462 grant ave, San Francisco, CA, 94133",58611,north beach pizza,89.0,2018.0,37.800428000000004,-122.407517
eddies cafe,"Restaurant Less Than 1,000 Sqft",11/30/1988,,,no,10836.0,"800 divisadero st, San Francisco, CA, 94117",627,eddies cafe,90.0,2018.0,37.776897999999996,-122.438098
progressive grounds,"Restaurant Less Than 1,000 Sqft",07/01/2001,,,no,6240.0,"400 cortland ave, San Francisco, CA, 9411",217,progressive grounds,92.5,2018.0,37.739143,-122.417653
sodinis restaurant,"Restaurant 1,000 - 2,000 Sqft",01/01/2000,,,no,6787.0,"510 green st, San Francisco, CA, 94133",63121,sodinis restaurant,86.0,2018.0,37.799696999999995,-122.407614
goat hill,"Restaurant 1,000 - 2,000 Sqft",11/14/1975,,,no,15601.0,"300 connecticut st, San Francisco, CA, 94107",2156,goat hill pizza,88.5,2017.0,37.762367,-122.39751499999998
goat hill pizza,"Restaurant 1,000 - 2,000 Sqft",11/14/1975,,,no,15601.0,"170 west portal ave, San Francisco, CA, 94127",69259,goat hill pizza,93.0,2017.0,37.739154,-122.467794
peets coffee and tea inc,"Restaurant Less Than 1,000 Sqft",01/01/1989,,,no,10804.0,"3419 california st, San Francisco, CA, 94118",1193,peets coffees  teas,89.5,2018.0,37.786753999999995,-122.450476
little henrys,"Restaurant Less Than 1,000 Sqft",01/18/1995,,,no,8596.0,"3600 balboa st, San Francisco, CA, 94121",547,little henrys,92.0,2018.0,37.775728,-122.497522
orale orale inc,"Restaurant Less Than 1,000 Sqft",04/05/1991,,,no,9980.0,"113 sacramento st, San Francisco, CA, 94111",423,orale orale inc,81.5,2017.0,37.794501000000004,-122.39716000000001
peets coffee and tea inc,Take-Out Establishment,01/01/1989,,,no,10804.0,"2300 16th st 240, San Francisco, CA, 94103",5019,peets coffee  tea,95.0,2018.0,37.765708000000004,-122.409002
arinell pizza,"Restaurant Less Than 1,000 Sqft",01/01/1989,,,no,10804.0,"509 valencia st, San Francisco, CA, 9411",1081,arinell pizza,91.0,2018.0,37.764744,-122.421803
peets coffee  tea,Take-Out Establishment,01/01/1989,,,no,10804.0,"310 broderick st, San Francisco, CA, 94117",29312,peets coffee  tea,99.0,2018.0,37.773348,-122.43914699999999
new hollywood bakery  rest,"Restaurant Less Than 1,000 Sqft",01/08/2000,,,no,6780.0,"652 pacific ave, San Francisco, CA, 94133",852,new hollywood bakery  restaurant,78.5,2017.0,37.79703320000001,-122.4065031
alamo square,"Restaurant Less Than 1,000 Sqft",12/01/1997,,,no,7548.0,"803 fillmore st, San Francisco, CA, 94117",1036,alamo square,87.5,2018.0,37.776944,-122.431444
irving pizza,,07/01/2001,08/31/2017,5905.0,yes,,"1825 irving st, San Francisco, CA, 94122",950,irving pizza,90.5,2017.0,37.763513,-122.47764
garden house cafe,"Restaurant 1,000 - 2,000 Sqft",12/01/1997,,,no,7548.0,"3117 clement st, San Francisco, CA, 94121",1791,garden house cafe,91.0,2018.0,37.781597,-122.492544
lous pier 47,,01/01/1998,,,no,7517.0,"300 jefferson st, San Francisco, CA, 94133",2934,lous fish shack,86.5,2018.0,37.8080907,-122.4179019
e  o asian kitchen,,08/12/1997,07/01/2015,6532.0,yes,,"314 sutter st, San Francisco, CA, 94108",88475,e  o kitchen and bar,87.5,2018.0,37.789716999999996,-122.405846
auntie annes pretzel,Take-Out Establishment,03/29/2009,,,no,3412.0,"333 jefferson st 105, San Francisco, CA, 94133",76117,auntie annes pretzels,96.0,2018.0,37.8074523,-122.4179241
waterfront bakery,"Restaurant Less Than 1,000 Sqft",01/15/1998,,,no,7503.0,"2801 leavenworth st, San Francisco, CA, 94133",1442,waterfront bakery,94.0,2018.0,37.8070209,-122.4193841
cafe venue montgomery,"Restaurant 1,000 - 2,000 Sqft",01/04/1999,,,no,7149.0,"218 montgomery st, San Francisco, CA, 94104",1854,cafe venue,88.0,2018.0,37.791148,-122.40226200000001
cafe venue fremont,Fast Food Extablishment,01/04/1999,,,no,7149.0,"215 fremont st 3, San Francisco, CA, 94105",38201,cafe venue fremont,85.5,2017.0,37.788864000000004,-122.39461299999999
nizarios pizza,"Restaurant Less Than 1,000 Sqft",01/01/2011,,,no,2769.0,"3840 geary bl, San Francisco, CA, 94118",529,nizarios pizza,90.0,2017.0,37.781278,-122.46066100000002
them ky restaurant inc,"Restaurant Less Than 1,000 Sqft",09/01/1999,,,no,6909.0,"717 ellis st, San Francisco, CA, 94109",703,them ky restaurant,69.5,2018.0,37.784193,-122.41796699999999
miki restaurant,"Restaurant Less Than 1,000 Sqft",07/11/2001,,,no,6230.0,"3639 balboa st, San Francisco, CA, 94121",240,miki restaurant,79.5,2018.0,37.775663,-122.497949
asia chinese food #2,"Restaurant 1,000 - 2,000 Sqft",06/20/2001,,,no,6251.0,"350 bay st, San Francisco, CA, 94133",1566,asia chinese food #2,82.0,2018.0,37.805758000000004,-122.41280400000001
takara restaurant,,01/01/2006,09/15/2016,3910.0,yes,,"22 peace plz 505, San+francisco, CA, 94115",3750,takara restaurant,80.0,2015.0,37.785018,-122.42958700000001
mrs ts cafe,,02/01/1999,01/31/2017,6574.0,yes,,"809 montgomery st, San Francisco, CA, 94133",3536,mrs ts cafe,86.0,2016.0,37.796473999999996,-122.40356000000001
le colonial sf restaurant llc,Multiple,06/05/1998,,,no,7362.0,"20 cosmo place, San Francisco, CA, 94109",3935,le colonial sf llc,99.0,2017.0,37.788108,-122.41239399999999
scomas restaurant inc,"Restaurant Greater Than 2,000 Sqft",10/01/1968,,,no,18201.0,"pier 47, San+francisco, CA, 94133",3446,scomas restaurant,99.0,2018.0,37.807972,-122.4177
the view cafe,"Restaurant 1,000 - 2,000 Sqft",11/19/2014,,,no,1351.0,"3333 california st 232, San Francisco, CA, 94118",81203,the view cafe,89.0,2018.0,37.7864989,-122.4484077
giant scoop cafe,"Restaurant Less Than 1,000 Sqft",08/02/1999,,,no,6939.0,"2708 san bruno ave, San Francisco, CA, 94134",379,giant scoop,77.0,2018.0,37.727468,-122.403582
king lees chinese restaurant,"Restaurant Less Than 1,000 Sqft",10/02/2014,,,no,1399.0,"1426 fillmore st, San Francisco, CA, 94115",87511,king lees chinese restaurant,74.0,2017.0,37.782824100000006,-122.43236950000001
mings fong lam restaurant,"Restaurant Less Than 1,000 Sqft",01/01/1997,,,no,7882.0,"2878 24th st, San Francisco, CA, 9411",1358,mings fong lam restaurant,92.0,2018.0,37.752798,-122.409843
new moon restaurant,,01/01/1998,12/31/2016,6939.0,yes,,"1247 stockton st, San Francisco, CA, 94133",91330,new moon restaurant,83.0,2017.0,37.797308,-122.40881399999999
ia poke,,03/03/2016,,,no,881.0,"1515 fillmore st, San Francisco, CA, 94115",93936,ia poke,96.0,2018.0,37.783541299999996,-122.43295320000001
taqueria mana,"Restaurant Less Than 1,000 Sqft",12/16/2003,,,no,5342.0,"439 stockton st, San Francisco, CA, 94108",9273,taqueria mana,80.5,2018.0,37.790043,-122.407104
manoras thai cuisine,"Restaurant 1,000 - 2,000 Sqft",05/01/1987,,,no,11415.0,"1600 folsom st, San Francisco, CA, 94103",2437,manoras thai cuisine,86.0,2018.0,37.770748,-122.41513700000002
henrys convenience store,Multiple,06/19/2009,,,no,3330.0,"111 sutter st, San Francisco, CA, 94104",60085,henrys convenience store,88.0,2017.0,37.789943,-122.40255800000001
brandy hos hunan food,Multiple,01/01/2000,,,no,6787.0,"217 columbus ave, San Francisco, CA, 94133",3133,brandy hos hunan food,85.0,2017.0,37.797407,-122.405996
javalencia cafe,"Restaurant Less Than 1,000 Sqft",11/07/2013,,,no,1728.0,"1594 market st, San Francisco, CA, 94103",78243,javalencia cafe,85.5,2017.0,37.7744979,-122.42060249999999
cinco de mayo taqueria  groc,"Restaurant Greater Than 2,000 Sqft",07/01/1997,,,no,7701.0,"2426 san bruno ave, San Francisco, CA, 94134",3861,cinco de mayo taqueria  grocery,86.0,2017.0,37.731788,-122.405381
brazen head inc,"Restaurant 1,000 - 2,000 Sqft",07/01/1980,,,no,13910.0,"3166 buchanan st, San Francisco, CA, 94123",665,brazen head restaurant,88.0,2018.0,37.799217999999996,-122.43251699999999
hang seng meat market,Retail Food Market W/food Prep. Lt 5001 Sqft,07/19/2001,,,no,6222.0,"834 jackson st, San Francisco, CA, 94133",6965,hang seng meat market,81.0,2017.0,37.795788,-122.40883400000001
our poke place,"Restaurant Less Than 1,000 Sqft",04/20/2017,,,no,468.0,"3515 20th st unit b, San Francisco, CA, 9411",94115,our poke place,94.0,2018.0,37.7584516,-122.4195436
destino,Multiple,08/02/1999,,,no,6939.0,"1815 market st, San Francisco, CA, 94103",562,destino restaurant,98.0,2016.0,37.771437,-122.423892
keep it inc,"Restaurant Less Than 1,000 Sqft",05/01/2017,,,no,457.0,"1170 powell st, San Francisco, CA, 94108",91934,keep it inc,94.0,2017.0,37.79555070000001,-122.409672
cafe rocco,"Restaurant Greater Than 2,000 Sqft",06/06/1991,,,no,9918.0,"1131 folsom st, San Francisco, CA, 94103",2995,cafe rocco,79.5,2018.0,37.776127,-122.408602
twilight cafe,Multiple,05/17/1980,,,no,13955.0,"2600 mcallister st, San Francisco, CA, 94118",1699,twilight cafe,96.0,2017.0,37.775698,-122.45503400000001
akikos restaurant  sushi bar,"Restaurant Less Than 1,000 Sqft",10/01/1988,,,no,10896.0,"431 bush st, San Francisco, CA, 94108",121,akikos sushi,90.0,2018.0,37.790642999999996,-122.404676
cafe prague,"Restaurant 1,000 - 2,000 Sqft",01/12/1998,,,no,7506.0,"424 merchant st, San Francisco, CA, 94111",57552,cafe prague,69.0,2016.0,37.795398,-122.400944
arts cafe,"Restaurant Less Than 1,000 Sqft",07/01/1998,,,no,7336.0,"747 irving st, San Francisco, CA, 94122",48,arts cafe,94.0,2018.0,37.764013,-122.465749
palio dasti,Multiple,02/01/1988,,,no,11139.0,"640 sacramento st, San Francisco, CA, 94111",3538,palio dasti,98.0,2018.0,37.793738,-122.403644
absinthe pastry kitchen,Retail Bakeries With Food Prep,04/15/1978,,,no,14718.0,"201 ivy st, San Francisco, CA, 94102",3642,absinthe pastry,92.0,2017.0,37.777491999999995,-122.421458
comstock saloon,Multiple,04/15/1978,,,no,14718.0,"155 columbus ave, San Francisco, CA, 94133",62702,comstock saloon,95.0,2017.0,37.79668,-122.40498000000001
the organic coup,"Restaurant 1,000 - 2,000 Sqft",03/17/2016,,,no,867.0,"4 embarcadero ctr r4116, San+francisco, CA, 94111",90058,the organic coup,96.0,2017.0,37.795389799999995,-122.3961067
reinas restaurant,,11/20/2002,12/20/2016,5144.0,yes,,"5479 mission st, San Francisco, CA, 94112",90603,reinas restaurant,85.0,2018.0,37.7127716,-122.4441824
hillstone restaurant,"Restaurant Greater Than 2,000 Sqft",10/15/2009,,,no,3212.0,"1800 montgomery st, San+francisco, CA, 94111",38179,hillstone restaurant,95.0,2018.0,37.805642999999996,-122.40529
original perfect hamburger the,"Restaurant 1,000 - 2,000 Sqft",05/10/1988,,,no,11040.0,"601 geary st, San Francisco, CA, 94102",2106,original perfect hamburger,97.0,2018.0,37.786693,-122.413367
taqueria reinas,,11/20/2002,12/20/2016,5144.0,yes,,"5300 mission st, San Francisco, CA, 94112",90604,taqueria los amigos,83.5,2018.0,37.714608500000004,-122.4429308
rite spot cafe,"Restaurant 1,000 - 2,000 Sqft",06/01/1990,,,no,10288.0,"2099 folsom st, San Francisco, CA, 9411",68365,rite spot cafe,93.0,2018.0,37.7638409,-122.41496950000001
noe bagel,Take-Out Establishment,06/01/1990,,,no,10288.0,"3933 24th st, San Francisco, CA, 94114",4483,noe bagel,91.0,2017.0,37.751492999999996,-122.43043899999999
orexi,"Restaurant 1,000 - 2,000 Sqft",04/01/1987,,,no,11445.0,"243 west portal ave, San Francisco, CA, 94127",69217,orexi inc,88.0,2016.0,37.73843400000001,-122.46843799999999
wok shop cafe,,01/01/1997,07/31/2017,7516.0,yes,,"1307 sutter st, San Francisco, CA, 94109",92844,wok shop cafe,88.0,2017.0,37.7874047,-122.42214560000001
mongkok dim sum  restaurant,"Restaurant 1,000 - 2,000 Sqft",02/01/1998,,,no,7486.0,"2438 noriega st, San Francisco, CA, 94122",2798,mongkok dim sum  restaurant,88.0,2018.0,37.753678,-122.489972
its tops coffee shop,"Restaurant 1,000 - 2,000 Sqft",01/01/2000,,,no,6787.0,"1801 market st, San Francisco, CA, 94103",2553,its tops coffee shop,81.5,2018.0,37.771497,-122.423802
micado,"Restaurant 1,000 - 2,000 Sqft",01/07/1989,,,no,10798.0,"2126 irving st, San Francisco, CA, 94122",1970,micado  restaurant,87.0,2017.0,37.763467999999996,-122.480646
subway #3066,Multiple,08/15/2001,,,no,6195.0,"1500 fillmore st, San Francisco, CA, 94132",631,subway sandwiches  salads,87.0,2018.0,37.78332,-122.432647
ming tai wuntun noodle inc,"Restaurant Less Than 1,000 Sqft",08/01/2001,,,no,6209.0,"2455 noriega st, San Francisco, CA, 94122",972,ming tai wun tun noodle inc,86.5,2017.0,37.753614,-122.490219
matterhorn swiss restaurant/ba,Multiple,09/26/1994,,,no,8710.0,"2323 van ness ave, San Francisco, CA, 94109",3699,matterhorn restaurant,95.0,2018.0,37.797184,-122.423824
henrys hunan restaurant,"Restaurant Greater Than 2,000 Sqft",09/01/2013,,,no,1795.0,"674 sacramento st, San Francisco, CA, 94111",80841,henrys hunan restaurant,89.0,2018.0,37.7938347,-122.4041692
uncle vitos pizza llc,"Restaurant 1,000 - 2,000 Sqft",09/25/2001,,,no,6154.0,"700 bush st, San Francisco, CA, 94108",1565,uncle vitos pizza,91.0,2018.0,37.790219,-122.408849
fresh meat market,,01/01/2016,,,no,943.0,"2704 mission st, San Francisco, CA, 9411",86386,fresh meat seafood market,91.5,2018.0,37.753106,-122.4067338
sea breeze cafe,"Restaurant 1,000 - 2,000 Sqft",10/04/2001,,,no,6145.0,"3940 judah st, San Francisco, CA, 94122",1712,sea breeze cafe,96.0,2018.0,37.760508,-122.504572
pebbles cafe,"Restaurant Less Than 1,000 Sqft",10/16/2001,,,no,6133.0,"2852 diamond st, San Francisco, CA, 94131",1381,pebbles cafe,94.0,2018.0,37.73382,-122.43409299999999
le ptit laurent,"Restaurant Less Than 1,000 Sqft",04/07/2007,,,no,4134.0,"699 chenery st, San Francisco, CA, 94131",34665,le petit laurent,86.5,2018.0,37.734483000000004,-122.433729
sutter street cafe,"Restaurant Less Than 1,000 Sqft",01/01/2014,,,no,1673.0,"450 sutter st 7, San Francisco, CA, 94108",77791,sutter street cafe,92.5,2017.0,37.789695200000004,-122.40783559999998
round table pizza,,01/10/2002,,,no,6047.0,"801 van ness ave, San Francisco, CA, 94109",3304,round table pizza,80.5,2018.0,37.783025,-122.42095400000001
new asia restaurant,Multiple,02/01/2002,,,no,6025.0,"772 pacific ave, San Francisco, CA, 94133",3151,new asia restaurant,69.0,2017.0,37.796808,-122.40796399999999
ristorante ti piacera,"Restaurant 1,000 - 2,000 Sqft",01/01/2002,,,no,6056.0,"1507 polk st, San Francisco, CA, 94109",2336,ristorante ti piacera,86.0,2018.0,37.790645,-122.42076499999999
anh hong phu nhuan restaurant,"Restaurant 1,000 - 2,000 Sqft",05/01/1987,,,no,11415.0,"808 geary st, San Francisco, CA, 94109",2109,anh hong phunhuan restaurant,83.5,2018.0,37.786353999999996,-122.416628
pops sandwich shop,"Restaurant Less Than 1,000 Sqft",12/31/2010,,,no,2770.0,"737 portola dr, San Francisco, CA, 94127",36519,pops sandwich shop,87.0,2018.0,37.7439098,-122.45351299999999
daily grill san francisco,Multiple,02/24/2002,,,no,6002.0,"347 geary st, San Francisco, CA, 94102",3374,daily grill,100.0,2018.0,37.787217999999996,-122.40897700000001
the grove fillmore,"Restaurant 1,000 - 2,000 Sqft",02/20/2002,,,no,6006.0,"2016 fillmore st, San Francisco, CA, 94115",2017,the grove fillmore,90.5,2018.0,37.788146999999995,-122.433637
squat  gobble cafe #3,"Restaurant Less Than 1,000 Sqft",01/01/2002,,,no,6056.0,"3600 16th st, San Francisco, CA, 94114",1124,squat  gobble cafe #3,84.5,2017.0,37.764247999999995,-122.433392
squat  gobble cafe #5,Multiple,01/01/2002,,,no,6056.0,"2263 chestnut st, San Francisco, CA, 94123",17750,squat and gobble cafe,86.5,2018.0,37.800253999999995,-122.440467
noahs new york bagels #2103,"Restaurant 1,000 - 2,000 Sqft",06/20/2001,,,no,6251.0,"2075 chestnut st, San Francisco, CA, 94123",2127,noahs bagels,76.0,2018.0,37.800653000000004,-122.437386
noahs new york bagels #2105,Take-Out Establishment,06/20/2001,,,no,6251.0,"1521 sloat blvd, San Francisco, CA, 94132",5074,noahs new york bagels #2105,95.0,2018.0,37.733944,-122.49043799999998
noahs new york bagels #2113,"Restaurant Greater Than 2,000 Sqft",06/20/2001,,,no,6251.0,"100 bush st, San Francisco, CA, 94104",3550,noahs new york bagels #2113,74.5,2017.0,37.791348,-122.39983400000001
osha thai inc,Extended Hours Premises,07/01/2001,,,no,6240.0,"696 geary st, San Francisco, CA, 94109",1741,osha thai noodle cafe,91.0,2018.0,37.786598,-122.41458300000001
alcatraz market,Multiple,05/31/2017,,,no,427.0,"757 beach st, San Francisco, CA, 94104",91986,alcatraz market,96.0,2017.0,37.806324100000005,-122.42128670000001
new golden daisy,Take-Out Establishment,04/01/2002,,,no,5966.0,"1041 stockton st, San Francisco, CA, 94108",4607,new golden daisy,84.5,2017.0,37.795594,-122.408204
patpong thai cuisine inc,"Restaurant Less Than 1,000 Sqft",03/06/2002,,,no,5992.0,"2415 clement st, San Francisco, CA, 94121",876,patpong thai cuisine inc,84.5,2018.0,37.781973,-122.48522
st francis fountain,"Restaurant 1,000 - 2,000 Sqft",03/25/2002,,,no,5973.0,"2801 24th st, San Francisco, CA, 9411",2421,st francis fountain,85.5,2017.0,37.752833,-122.408349
cafe madeleine,"Restaurant Less Than 1,000 Sqft",01/01/2002,,,no,6056.0,"300 california st, San Francisco, CA, 94104",140,cafe madeleine,81.5,2018.0,37.793268,-122.400323
cafe madeleine,"Restaurant Greater Than 2,000 Sqft",01/01/2002,,,no,6056.0,"149 new montgomery st, San Francisco, CA, 94105",13623,cafe madeleine,83.0,2018.0,37.786803000000006,-122.399681
we be sushi,"Restaurant Less Than 1,000 Sqft",09/01/1999,,,no,6909.0,"1071 valencia st, San Francisco, CA, 9411",1300,we be sushi,92.0,2018.0,37.755824,-122.42098600000001
crepes on cole,"Restaurant Less Than 1,000 Sqft",06/01/2002,,,no,5905.0,"100 carl st, San Francisco, CA, 94117",1347,crepes on cole,88.5,2017.0,37.76577800000001,-122.45018400000001
la loma produce #8,,06/11/2002,04/27/2016,5069.0,yes,,"2840 mission st, San Francisco, CA, 9411",92983,la loma produce #8,84.0,2018.0,37.79050549999999,-122.39625159999999
noahs new york bagels #2120,"Restaurant 1,000 - 2,000 Sqft",06/20/2001,,,no,6251.0,"3519 california st, San Francisco, CA, 94118",2548,noahs new york bagels #2120,85.0,2017.0,37.786564,-122.45188700000001
subway sandwiches #24254,"Restaurant 1,000 - 2,000 Sqft",01/01/2003,,,no,5691.0,"200 pine st, San Francisco, CA, 94104",71823,subway sandwiches #24254,89.0,2018.0,37.792359499999996,-122.40013590000002
les croissant,,07/01/2002,08/18/2015,4796.0,yes,,"2 california st, San Francisco, CA, 94111",88942,les croissants,89.0,2018.0,37.793761200000006,-122.3966955
kentucky fried chicken,Fast Food Extablishment,09/24/1970,,,no,17478.0,"200 duboce ave, San Francisco, CA, 94103",5150,kentucky fried chicken,94.0,2018.0,37.769758,-122.42478200000001
deja vu pizza  pasta,"Restaurant Less Than 1,000 Sqft",07/30/2002,,,no,5846.0,"3227 16th st, San Francisco, CA, 94103",146,deja vu pizza  pasta,82.5,2018.0,37.764713,-122.42470900000001
serranos pizza inc,"Restaurant Less Than 1,000 Sqft",07/01/2002,,,no,5875.0,"3274 21st st, San Francisco, CA, 9411",999,serranos pizza ii,78.5,2018.0,37.756997,-122.420534
the devils acre,Multiple,08/01/2002,,,no,5844.0,"256 columbus ave, San Francisco, CA, 94133",78347,the devils acre,93.5,2018.0,37.797681,-122.406132
san francisco soup company,"Restaurant Less Than 1,000 Sqft",01/01/2002,,,no,6056.0,"1 california st, San Francisco, CA, 94111",33222,san francisco soup company,92.0,2017.0,37.793614,-122.39651699999999
san francisco soup company,"Restaurant 1,000 - 2,000 Sqft",01/01/2002,,,no,6056.0,"580 california st, San Francisco, CA, 94104",59065,san francisco soup company,96.0,2017.0,37.792747999999996,-122.40408400000001
thai spice restaurant,"Restaurant 1,000 - 2,000 Sqft",04/01/2002,,,no,5966.0,"1730 polk st, San Francisco, CA, 94109",2066,thai spice restaurant,85.0,2018.0,37.79267700000001,-122.42103600000002
basil thai restaurant  bar,"Restaurant Greater Than 2,000 Sqft",01/01/2001,,,no,6421.0,"1175 folsom st, San Francisco, CA, 94103",3459,basil thai restaurant  bar,81.0,2017.0,37.775508,-122.409361
via veneto,"Restaurant 1,000 - 2,000 Sqft",08/01/2002,,,no,5844.0,"2244 fillmore st, San Francisco, CA, 94115",2039,via veneto,88.0,2017.0,37.790437,-122.434097
sushi time,"Restaurant Less Than 1,000 Sqft",10/01/2002,,,no,5783.0,"2275 market st g, San Francisco, CA, 94114",1354,sushi time,89.0,2018.0,37.764697,-122.432322
oasis cafe,,09/20/2002,,,no,5794.0,"901 divisadero st, San Francisco, CA, 94115",59179,oasis cafe,84.0,2018.0,37.777965,-122.438424
amasia hides sushi bar,"Restaurant Less Than 1,000 Sqft",10/29/2002,,,no,5755.0,"149 noe st, San Francisco, CA, 94114",1280,amasia hides sushi bar,92.0,2018.0,37.766774,-122.433306
seniores pizza,Multiple,10/01/2002,,,no,5783.0,"2415 19th ave, San Francisco, CA, 94116",4986,seniores pizza,88.0,2018.0,37.742728,-122.475714
little paris coffee shop,"Restaurant 1,000 - 2,000 Sqft",10/01/2002,,,no,5783.0,"1131 stockton st, San Francisco, CA, 94108",71012,little paris,69.5,2017.0,37.796229600000004,-122.4084831
707 sutter,"Restaurant Greater Than 2,000 Sqft",03/31/2016,,,no,853.0,"707 sutter st, San Francisco, CA, 94109",87285,707 sutter,88.0,2017.0,37.78854990000001,-122.41210559999999
bubba gump shrimp corest mkt,,12/31/2010,,,no,2770.0,"pier 39 beach & embarcadero m210, San+francisco, CA, 94133",65830,bubba gump shrimp co,93.5,2018.0,37.80824000000001,-122.41018899999999
gourmet dim sum cafe,"Restaurant 1,000 - 2,000 Sqft",11/01/2002,,,no,5752.0,"651 clement st, San Francisco, CA, 94118",2717,gourmet dim sum  cafe,74.0,2017.0,37.782823,-122.46635900000001
sushi rapture,"Restaurant Less Than 1,000 Sqft",01/01/2003,,,no,5691.0,"1400 leavenworth st, San Francisco, CA, 94109",798,sushi rapture,95.0,2018.0,37.793997,-122.41626699999999
lemongrass,,01/01/2003,03/31/2016,4838.0,yes,,"2348 polk st, San Francisco, CA, 94109",87539,lemongrass thai cuisine,89.5,2018.0,37.7985359,-122.42213590000001
five happiness restaurant,"Restaurant 1,000 - 2,000 Sqft",01/01/1979,,,no,14457.0,"4142 geary blvd, San Francisco, CA, 94118",1932,five happiness,87.0,2017.0,37.781138,-122.463931
cafe luna,"Restaurant Less Than 1,000 Sqft",03/18/2008,,,no,3788.0,"3313 sacramento st, San Francisco, CA, 94118",37232,cafe luna,95.0,2018.0,37.788123,-122.447197
new castillito inc,Multiple,01/01/2003,,,no,5691.0,"2092 mission st, San Francisco, CA, 9411",2447,new castillito inc,93.0,2018.0,37.76356,-122.419582
okoze sushi,"Restaurant 1,000 - 2,000 Sqft",02/05/2003,,,no,5656.0,"1207 union st, San Francisco, CA, 94109",2469,okoze sushi,98.0,2018.0,37.799143,-122.41931699999999
the noodle house,"Restaurant 1,000 - 2,000 Sqft",03/01/2015,,,no,1249.0,"1507 sloat blvd, San Francisco, CA, 94132",82142,the noodle house,90.0,2018.0,37.7335349,-122.4895636
food  liquor world inc,,10/01/1999,07/09/2017,6491.0,yes,,"728 post st, San Francisco, CA, 94109",91917,food and liquor world,89.0,2017.0,37.787805999999996,-122.41391979999999
bow hon restaurant,"Restaurant Greater Than 2,000 Sqft",05/09/2000,,,no,6658.0,"850 grant ave, San Francisco, CA, 94108",3522,bow hon restaurant,76.0,2017.0,37.794958,-122.40636699999999
moulin cafe,"Restaurant Less Than 1,000 Sqft",04/28/1978,,,no,14705.0,"887 geary st, San Francisco, CA, 94109",302,moulin rouge,95.0,2018.0,37.786084,-122.41788899999999
riverside seafood restaurant,Multiple,09/22/2011,,,no,2505.0,"1201 vicente st, San Francisco, CA, 94116",67154,riverside seafood restaurant,87.5,2018.0,37.739065000000004,-122.47976899999999
hais restaurant,"Restaurant 1,000 - 2,000 Sqft",11/16/2002,,,no,5737.0,"227 hyde st, San Francisco, CA, 94102",2559,hais restaurant,92.0,2018.0,37.782953000000006,-122.41580400000001
subway #27715,Fast Food Extablishment,03/01/2003,,,no,5632.0,"653 kearny st, San Francisco, CA, 94108",9289,subway #27715,92.0,2017.0,37.794305,-122.404784
anthonys cookies inc,Retail Bakeries With Food Prep,01/06/2015,,,no,1303.0,"1417 valencia st, San Francisco, CA, 9411",92707,anthonys cookies inc,94.0,2018.0,37.7502097,-122.42036999999999
clement bbq restaurant,"Restaurant 1,000 - 2,000 Sqft",03/21/2003,,,no,5612.0,"617 clement st, San Francisco, CA, 94118",1617,clement bbq restaurant,70.0,2018.0,37.782843,-122.4659
roys restaurant services inc,,11/27/2000,01/25/2015,5172.0,yes,,"575 mission st, San Francisco, CA, 94105",80142,roys #2501,100.0,2017.0,37.7880669,-122.39920659999999
sri thai cuisine,"Restaurant 1,000 - 2,000 Sqft",04/01/2003,,,no,5601.0,"4621 lincoln wy, San Francisco, CA, 94122",1991,sri thai cuisine,88.5,2017.0,37.764072999999996,-122.507779
round table pizza,Multiple,04/04/2003,,,no,5598.0,"3567 geary blvd, San Francisco, CA, 94118",3743,round table pizza restaurant,86.0,2018.0,37.781233,-122.45718500000001
khan toke thai house,,03/28/2013,,,no,1952.0,"5937 geary blvd, San Francisco, CA, 94121",73889,khan toke thai house,69.5,2018.0,37.780077,-122.483303
deli world,"Restaurant Less Than 1,000 Sqft",07/09/1990,,,no,10250.0,"18 ocean ave, San Francisco, CA, 94112",15279,deli world,93.0,2017.0,37.724174,-122.43585900000001
hamano sushi,"Restaurant 1,000 - 2,000 Sqft",11/20/2000,,,no,6463.0,"1332 castro st, San Francisco, CA, 94114",2750,hamano sushi,88.0,2017.0,37.750778000000004,-122.43406499999999
geneva steak house,"Restaurant 1,000 - 2,000 Sqft",03/30/2003,,,no,5603.0,"5130 mission st, San Francisco, CA, 94112",1992,geneva steak house,71.5,2018.0,37.716242,-122.44118300000001
caffe bianco,"Restaurant 1,000 - 2,000 Sqft",07/01/2007,,,no,4049.0,"39 sutter st, San Francisco, CA, 94104",1582,caffe bianco,81.0,2017.0,37.79010200000001,-122.40115800000001
ox cafe,"Restaurant Less Than 1,000 Sqft",04/10/2014,,,no,1574.0,"798 south van ness ave, San Francisco, CA, 9411",78472,ox cafe,92.0,2018.0,37.7604749,-122.4172837
burger king rest,,11/01/2002,05/04/2016,4933.0,yes,,"1690 valencia st, San Francisco, CA, 9411",89453,burger king #4668,85.5,2018.0,37.7490506,-122.42013659999999
punch line san francisco,"Restaurant Greater Than 2,000 Sqft",10/22/2013,,,no,1744.0,"444 battery st, San Francisco, CA, 94111",90222,punch line san francisco,88.0,2017.0,37.795486,-122.40013590000002
