location_id,ownership_name,business_name,category,lic_code,street_address,State,City,zipcode,business_start_date,business_end_date,neighborhoods,business_location,supervisor_district,Lifespan,formatted_address,google_place_id,latitude,longitude,formatted_name,business_id,name,score,year
0131101-01-001,Espinoza Guerrero Etal,El Toro Taqueria,Food Services,"Restaurant Greater Than 2,000 Sqft",598 Valencia St,CA,San Francisco,94110.0,08/01/1981,,Mission,"598 VALENCIA ST
San Francisco, CA 94110
(37.763304, -122.42173)",8.0,,"598 Valencia St, San Francisco, CA 94110, USA",ChIJQzyd5SJ-j4ARAmASBRFGd9Y,37.76340089999999,-122.42195509999999,el,3839,EL TORO TAQUERIA,87.0,2016.0
0131101-01-001,Espinoza Guerrero Etal,El Toro Taqueria,Food Services,"Restaurant Greater Than 2,000 Sqft",598 Valencia St,CA,San Francisco,94110.0,08/01/1981,,Mission,"598 VALENCIA ST
San Francisco, CA 94110
(37.763304, -122.42173)",8.0,,"598 Valencia St, San Francisco, CA 94110, USA",ChIJQzyd5SJ-j4ARAmASBRFGd9Y,37.76340089999999,-122.42195509999999,el,3839,EL TORO TAQUERIA,90.0,2016.0
0131101-01-001,Espinoza Guerrero Etal,El Toro Taqueria,Food Services,"Restaurant Greater Than 2,000 Sqft",598 Valencia St,CA,San Francisco,94110.0,08/01/1981,,Mission,"598 VALENCIA ST
San Francisco, CA 94110
(37.763304, -122.42173)",8.0,,"598 Valencia St, San Francisco, CA 94110, USA",ChIJQzyd5SJ-j4ARAmASBRFGd9Y,37.76340089999999,-122.42195509999999,el,3839,EL TORO TAQUERIA,81.0,2017.0
0131228-01-001,Morris Austin & Teresa,Shannon Arms,Food Services,,915 Taraval St,CA,San Francisco,94116.0,07/23/1981,,Sunset/Parkside,"915 TARAVAL ST
San Francisco, CA 94116
(37.743047, -122.476023)",4.0,,"915 Taraval, San Francisco, CA 94116, USA",ChIJSxMmnJF9j4ARl_vdtaW7vXo,37.7429019,-122.4760121,shannon,4078,SHANNON ARMS,96.0,2017.0
0131228-01-001,Morris Austin & Teresa,Shannon Arms,Food Services,,915 Taraval St,CA,San Francisco,94116.0,07/23/1981,,Sunset/Parkside,"915 TARAVAL ST
San Francisco, CA 94116
(37.743047, -122.476023)",4.0,,"915 Taraval, San Francisco, CA 94116, USA",ChIJSxMmnJF9j4ARl_vdtaW7vXo,37.7429019,-122.4760121,shannon,4078,SHANNON ARMS,98.0,2016.0
0131228-01-001,Morris Austin & Teresa,Shannon Arms,Food Services,,915 Taraval St,CA,San Francisco,94116.0,07/23/1981,,Sunset/Parkside,"915 TARAVAL ST
San Francisco, CA 94116
(37.743047, -122.476023)",4.0,,"915 Taraval, San Francisco, CA 94116, USA",ChIJSxMmnJF9j4ARl_vdtaW7vXo,37.7429019,-122.4760121,shannon,4078,SHANNON ARMS,100.0,2018.0
0157789-01-001,Steven B Weiss,Mels Drive In,Food Services,Multiple,2165 Lombard St,CA,San Francisco,94123.0,08/15/1986,,Marina,"2165 LOMBARD ST
San Francisco, CA 94123
(37.799663, -122.437113)",2.0,,"2165 Lombard St, San Francisco, CA 94123, USA",ChIJhwOEyNCAhYARqh9tewKzwus,37.7994806,-122.4370584,mels,2709,MELS DRIVE IN,92.0,2015.0
0157789-01-001,Steven B Weiss,Mels Drive In,Food Services,Multiple,2165 Lombard St,CA,San Francisco,94123.0,08/15/1986,,Marina,"2165 LOMBARD ST
San Francisco, CA 94123
(37.799663, -122.437113)",2.0,,"2165 Lombard St, San Francisco, CA 94123, USA",ChIJhwOEyNCAhYARqh9tewKzwus,37.7994806,-122.4370584,mels,2709,MELS DRIVE IN,84.0,2016.0
0157789-01-001,Steven B Weiss,Mels Drive In,Food Services,Multiple,2165 Lombard St,CA,San Francisco,94123.0,08/15/1986,,Marina,"2165 LOMBARD ST
San Francisco, CA 94123
(37.799663, -122.437113)",2.0,,"2165 Lombard St, San Francisco, CA 94123, USA",ChIJhwOEyNCAhYARqh9tewKzwus,37.7994806,-122.4370584,mels,2709,MELS DRIVE IN,86.0,2017.0
0157789-01-001,Steven B Weiss,Mels Drive In,Food Services,Multiple,2165 Lombard St,CA,San Francisco,94123.0,08/15/1986,,Marina,"2165 LOMBARD ST
San Francisco, CA 94123
(37.799663, -122.437113)",2.0,,"2165 Lombard St, San Francisco, CA 94123, USA",ChIJhwOEyNCAhYARqh9tewKzwus,37.7994806,-122.4370584,mels,2709,MELS DRIVE IN,84.0,2018.0
0325521-01-001,Kim Jinsoo,Ariake,Food Services,"Restaurant 1,000 - 2,000 Sqft",5041 Geary Bl,CA,San Francisco,94118.0,04/01/1999,,Outer Richmond,"5041 GEARY
BL San Francisco, CA 94118
(37.780528, -122.47366)",1.0,,"5041 Geary Blvd, San Francisco, CA 94118, USA",ChIJScd6lRaHhYARB78-myZluU8,37.7803787,-122.473592,ariake,2667,ARIAKE,93.0,2018.0
0325521-01-001,Kim Jinsoo,Ariake,Food Services,"Restaurant 1,000 - 2,000 Sqft",5041 Geary Bl,CA,San Francisco,94118.0,04/01/1999,,Outer Richmond,"5041 GEARY
BL San Francisco, CA 94118
(37.780528, -122.47366)",1.0,,"5041 Geary Blvd, San Francisco, CA 94118, USA",ChIJScd6lRaHhYARB78-myZluU8,37.7803787,-122.473592,ariake,2667,ARIAKE,78.0,2017.0
0325521-01-001,Kim Jinsoo,Ariake,Food Services,"Restaurant 1,000 - 2,000 Sqft",5041 Geary Bl,CA,San Francisco,94118.0,04/01/1999,,Outer Richmond,"5041 GEARY
BL San Francisco, CA 94118
(37.780528, -122.47366)",1.0,,"5041 Geary Blvd, San Francisco, CA 94118, USA",ChIJScd6lRaHhYARB78-myZluU8,37.7803787,-122.473592,ariake,2667,ARIAKE,98.0,2016.0
0325521-02-001,Kim Jinsoo,Ariake Japanese Restaurant,Food Services,,5041 Geary Blvd,CA,San Francisco,94118.0,04/01/1999,,Outer Richmond,"5041 GEARY BLVD
San Francisco, CA 94118
(37.780528, -122.47366)",1.0,,"5041 Geary Blvd, San Francisco, CA 94118, USA",ChIJScd6lRaHhYARB78-myZluU8,37.7803787,-122.473592,ariake,2667,ARIAKE,93.0,2018.0
0325521-02-001,Kim Jinsoo,Ariake Japanese Restaurant,Food Services,,5041 Geary Blvd,CA,San Francisco,94118.0,04/01/1999,,Outer Richmond,"5041 GEARY BLVD
San Francisco, CA 94118
(37.780528, -122.47366)",1.0,,"5041 Geary Blvd, San Francisco, CA 94118, USA",ChIJScd6lRaHhYARB78-myZluU8,37.7803787,-122.473592,ariake,2667,ARIAKE,78.0,2017.0
0325521-02-001,Kim Jinsoo,Ariake Japanese Restaurant,Food Services,,5041 Geary Blvd,CA,San Francisco,94118.0,04/01/1999,,Outer Richmond,"5041 GEARY BLVD
San Francisco, CA 94118
(37.780528, -122.47366)",1.0,,"5041 Geary Blvd, San Francisco, CA 94118, USA",ChIJScd6lRaHhYARB78-myZluU8,37.7803787,-122.473592,ariake,2667,ARIAKE,98.0,2016.0
0309244-01-001,Taquerias El Farolito Inc,Taqueria El Farolito #1,Food Services,Multiple,2779 Mission St,CA,San Francisco,94110.0,09/01/1997,,Mission,"2779 MISSION ST
San Francisco, CA 94110
(37.752718, -122.418487)",9.0,,"2779 Mission St, San Francisco, CA 94110, USA",ChIJV4AcTUd-j4ARj_o_-7WMFjQ,37.752654,-122.4181915,taqueria,2356,TAQUERIA EL FAROLITO,85.0,2017.0
0309244-01-001,Taquerias El Farolito Inc,Taqueria El Farolito #1,Food Services,Multiple,2779 Mission St,CA,San Francisco,94110.0,09/01/1997,,Mission,"2779 MISSION ST
San Francisco, CA 94110
(37.752718, -122.418487)",9.0,,"2779 Mission St, San Francisco, CA 94110, USA",ChIJV4AcTUd-j4ARj_o_-7WMFjQ,37.752654,-122.4181915,taqueria,2356,TAQUERIA EL FAROLITO,93.0,2016.0
0309244-01-001,Taquerias El Farolito Inc,Taqueria El Farolito #1,Food Services,Multiple,2779 Mission St,CA,San Francisco,94110.0,09/01/1997,,Mission,"2779 MISSION ST
San Francisco, CA 94110
(37.752718, -122.418487)",9.0,,"2779 Mission St, San Francisco, CA 94110, USA",ChIJV4AcTUd-j4ARj_o_-7WMFjQ,37.752654,-122.4181915,taqueria,2356,TAQUERIA EL FAROLITO,88.0,2016.0
0309244-01-001,Taquerias El Farolito Inc,Taqueria El Farolito #1,Food Services,Multiple,2779 Mission St,CA,San Francisco,94110.0,09/01/1997,,Mission,"2779 MISSION ST
San Francisco, CA 94110
(37.752718, -122.418487)",9.0,,"2779 Mission St, San Francisco, CA 94110, USA",ChIJV4AcTUd-j4ARj_o_-7WMFjQ,37.752654,-122.4181915,taqueria,2356,TAQUERIA EL FAROLITO,87.0,2015.0
0201870-02-001,Chatzka's Inc,Ben & Jerrys San Francisco,Food Services,Take-Out Establishment,41 Pier,CA,San Francisco,94133.0,01/01/1991,,,"41 PIER
San Francisco, CA 94133
(37.795343, -122.393964)",,,"Pier 41, San Francisco, CA 94133, USA",ChIJYdsWwPyAhYARK5mPEGBHOIA,37.809166999999995,-122.41138899999999,ben,795,BEN & JERRY'S,98.0,2017.0
0201870-02-001,Chatzka's Inc,Ben & Jerrys San Francisco,Food Services,Take-Out Establishment,41 Pier,CA,San Francisco,94133.0,01/01/1991,,,"41 PIER
San Francisco, CA 94133
(37.795343, -122.393964)",,,"Pier 41, San Francisco, CA 94133, USA",ChIJYdsWwPyAhYARK5mPEGBHOIA,37.809166999999995,-122.41138899999999,ben,795,BEN & JERRY'S,96.0,2016.0
0201870-02-001,Chatzka's Inc,Ben & Jerrys San Francisco,Food Services,Take-Out Establishment,41 Pier,CA,San Francisco,94133.0,01/01/1991,,,"41 PIER
San Francisco, CA 94133
(37.795343, -122.393964)",,,"Pier 41, San Francisco, CA 94133, USA",ChIJYdsWwPyAhYARK5mPEGBHOIA,37.809166999999995,-122.41138899999999,ben,795,BEN & JERRY'S,96.0,2017.0
0201870-02-001,Chatzka's Inc,Ben & Jerrys San Francisco,Food Services,Take-Out Establishment,41 Pier,CA,San Francisco,94133.0,01/01/1991,,,"41 PIER
San Francisco, CA 94133
(37.795343, -122.393964)",,,"Pier 41, San Francisco, CA 94133, USA",ChIJYdsWwPyAhYARK5mPEGBHOIA,37.809166999999995,-122.41138899999999,ben,795,BEN & JERRY'S,96.0,2018.0
0131520-01-001,Matsuoka Akio & Amarzan,Okina Sushi,Food Services,"Restaurant Less Than 1,000 Sqft",776 Arguello Blvd,CA,San Francisco,94118.0,09/01/1981,,Lone Mountain/USF,"776 ARGUELLO BLVD
San Francisco, CA 94118
(37.77573, -122.458491)",1.0,,"776 Arguello Blvd, San Francisco, CA 94118, USA",ChIJYXBZH0aHhYARaWbs-sOGvFM,37.775750200000004,-122.4581875,okina,1188,OKINA SUSHI,100.0,2016.0
0314624-01-001,Lopez Sal & Franco Munoz E,Taqueria El Farolito #2,Food Services,Multiple,4817 Mission St,CA,San Francisco,94112.0,02/01/1998,,Excelsior,"4817 MISSION ST
San Francisco, CA 94112
(37.721281, -122.437379)",11.0,,"4817 Mission St, San Francisco, CA 94112, USA",ChIJdWpnCYV-j4AR6lqQBHT66UU,37.7211451,-122.43718009999999,taqueria,827,TAQUERIA EL FAROLITO NO. 2,84.0,2017.0
0314624-01-001,Lopez Sal & Franco Munoz E,Taqueria El Farolito #2,Food Services,Multiple,4817 Mission St,CA,San Francisco,94112.0,02/01/1998,,Excelsior,"4817 MISSION ST
San Francisco, CA 94112
(37.721281, -122.437379)",11.0,,"4817 Mission St, San Francisco, CA 94112, USA",ChIJdWpnCYV-j4AR6lqQBHT66UU,37.7211451,-122.43718009999999,taqueria,827,TAQUERIA EL FAROLITO NO. 2,85.0,2018.0
0314624-01-001,Lopez Sal & Franco Munoz E,Taqueria El Farolito #2,Food Services,Multiple,4817 Mission St,CA,San Francisco,94112.0,02/01/1998,,Excelsior,"4817 MISSION ST
San Francisco, CA 94112
(37.721281, -122.437379)",11.0,,"4817 Mission St, San Francisco, CA 94112, USA",ChIJdWpnCYV-j4AR6lqQBHT66UU,37.7211451,-122.43718009999999,taqueria,827,TAQUERIA EL FAROLITO NO. 2,84.0,2016.0
0166507-02-001,Heng Sambath,Howard Street Coffee Roastery,Food Services,"Restaurant 1,000 - 2,000 Sqft",180 Howard St,CA,San Francisco,94105.0,06/12/1987,,Financial District/South Beach,"180 HOWARD ST
San Francisco, CA 94105
(37.790775, -122.393186)",6.0,,"180 Howard St, San Francisco, CA 94105, USA",ChIJccL2_GSAhYAREV2vmzCrQsY,37.7909253,-122.3932155,howard,2135,HOWARD STREET COFFEE ROASTERY CAFE,84.0,2017.0
0166507-02-001,Heng Sambath,Howard Street Coffee Roastery,Food Services,"Restaurant 1,000 - 2,000 Sqft",180 Howard St,CA,San Francisco,94105.0,06/12/1987,,Financial District/South Beach,"180 HOWARD ST
San Francisco, CA 94105
(37.790775, -122.393186)",6.0,,"180 Howard St, San Francisco, CA 94105, USA",ChIJccL2_GSAhYAREV2vmzCrQsY,37.7909253,-122.3932155,howard,2135,HOWARD STREET COFFEE ROASTERY CAFE,84.0,2017.0
0166507-02-001,Heng Sambath,Howard Street Coffee Roastery,Food Services,"Restaurant 1,000 - 2,000 Sqft",180 Howard St,CA,San Francisco,94105.0,06/12/1987,,Financial District/South Beach,"180 HOWARD ST
San Francisco, CA 94105
(37.790775, -122.393186)",6.0,,"180 Howard St, San Francisco, CA 94105, USA",ChIJccL2_GSAhYAREV2vmzCrQsY,37.7909253,-122.3932155,howard,2135,HOWARD STREET COFFEE ROASTERY CAFE,90.0,2018.0
0166548-02-001,La Palma Foods Inc,La Palma Foods Inc,Food Services,Multiple,2884 24th St,CA,San Francisco,94110.0,07/28/1987,,Mission,"2884 24TH ST
San Francisco, CA 94110
(37.752757, -122.409928)",9.0,,"2884 24th St, San Francisco, CA 94110, USA",ChIJ8UhT_Uh-j4ARZg_9XluLAWY,37.75297930000001,-122.4099817,la,4914,LA PALMA,92.0,2016.0
0166548-02-001,La Palma Foods Inc,La Palma Foods Inc,Food Services,Multiple,2884 24th St,CA,San Francisco,94110.0,07/28/1987,,Mission,"2884 24TH ST
San Francisco, CA 94110
(37.752757, -122.409928)",9.0,,"2884 24th St, San Francisco, CA 94110, USA",ChIJ8UhT_Uh-j4ARZg_9XluLAWY,37.75297930000001,-122.4099817,la,4914,LA PALMA,96.0,2018.0
0309334-01-001,Yip Garrett G,G & L Bakery And Restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",198 Leland Ave,CA,San Francisco,94134.0,09/09/1997,,Visitacion Valley,"198 LELAND AVE
San Francisco, CA 94134
(37.71251, -122.407245)",10.0,,"198 Leland Ave, San Francisco, CA 94134, USA",ChIJM-nG39t-j4ARtQ0X1cRbWuE,37.71263039999999,-122.4072009,g,2785,G & L RESTAURANT,72.0,2018.0
0309334-01-001,Yip Garrett G,G & L Bakery And Restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",198 Leland Ave,CA,San Francisco,94134.0,09/09/1997,,Visitacion Valley,"198 LELAND AVE
San Francisco, CA 94134
(37.71251, -122.407245)",10.0,,"198 Leland Ave, San Francisco, CA 94134, USA",ChIJM-nG39t-j4ARtQ0X1cRbWuE,37.71263039999999,-122.4072009,g,2785,G & L RESTAURANT,79.0,2017.0
0309334-01-001,Yip Garrett G,G & L Bakery And Restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",198 Leland Ave,CA,San Francisco,94134.0,09/09/1997,,Visitacion Valley,"198 LELAND AVE
San Francisco, CA 94134
(37.71251, -122.407245)",10.0,,"198 Leland Ave, San Francisco, CA 94134, USA",ChIJM-nG39t-j4ARtQ0X1cRbWuE,37.71263039999999,-122.4072009,g,2785,G & L RESTAURANT,79.0,2016.0
0053544-01-001,Harman Albert & Hazel Inc,Kentucky Fried Chicken,Food Services,"Restaurant 1,000 - 2,000 Sqft",4150 Geary Blvd,CA,San Francisco,94118.0,05/08/1969,,Inner Richmond,"4150 GEARY BLVD
San Francisco, CA 94118
(37.781091, -122.464077)",1.0,,"4150 Geary Blvd, San Francisco, CA 94118, USA",ChIJEVSptj6HhYARnMRH3h5KUYs,37.781248100000006,-122.4641281,kentucky,1972,KENTUCKY FRIED CHICKEN,88.0,2016.0
0053544-01-001,Harman Albert & Hazel Inc,Kentucky Fried Chicken,Food Services,"Restaurant 1,000 - 2,000 Sqft",4150 Geary Blvd,CA,San Francisco,94118.0,05/08/1969,,Inner Richmond,"4150 GEARY BLVD
San Francisco, CA 94118
(37.781091, -122.464077)",1.0,,"4150 Geary Blvd, San Francisco, CA 94118, USA",ChIJEVSptj6HhYARnMRH3h5KUYs,37.781248100000006,-122.4641281,kentucky,1972,KENTUCKY FRIED CHICKEN,74.0,2016.0
0019419-01-001,Mitchells Ice Cream Inc,Mitchells Ice Cream Inc,Food Services,Take-Out Establishment,688 San Jose Ave,CA,San Francisco,94110.0,10/01/1968,,Noe Valley,"688 SAN JOSE AVE
San Francisco, CA 94110
(37.744081, -122.422678)",8.0,,"688 San Jose Avenue, San Francisco, CA 94110, USA",ChIJXVAijUJ-j4ARw95t0V_5v4U,37.7440901,-122.4228578,mitchells,5032,MITCHELLS ICE CREAM,94.0,2018.0
0019419-01-001,Mitchells Ice Cream Inc,Mitchells Ice Cream Inc,Food Services,Take-Out Establishment,688 San Jose Ave,CA,San Francisco,94110.0,10/01/1968,,Noe Valley,"688 SAN JOSE AVE
San Francisco, CA 94110
(37.744081, -122.422678)",8.0,,"688 San Jose Avenue, San Francisco, CA 94110, USA",ChIJXVAijUJ-j4ARw95t0V_5v4U,37.7440901,-122.4228578,mitchells,5032,MITCHELLS ICE CREAM,96.0,2016.0
0019419-01-001,Mitchells Ice Cream Inc,Mitchells Ice Cream Inc,Food Services,Take-Out Establishment,688 San Jose Ave,CA,San Francisco,94110.0,10/01/1968,,Noe Valley,"688 SAN JOSE AVE
San Francisco, CA 94110
(37.744081, -122.422678)",8.0,,"688 San Jose Avenue, San Francisco, CA 94110, USA",ChIJXVAijUJ-j4ARw95t0V_5v4U,37.7440901,-122.4228578,mitchells,5032,MITCHELLS ICE CREAM,94.0,2017.0
0019419-01-001,Mitchells Ice Cream Inc,Mitchells Ice Cream Inc,Food Services,Take-Out Establishment,688 San Jose Ave,CA,San Francisco,94110.0,10/01/1968,,Noe Valley,"688 SAN JOSE AVE
San Francisco, CA 94110
(37.744081, -122.422678)",8.0,,"688 San Jose Avenue, San Francisco, CA 94110, USA",ChIJXVAijUJ-j4ARw95t0V_5v4U,37.7440901,-122.4228578,mitchells,5032,MITCHELLS ICE CREAM,100.0,2016.0
0202060-01-001,Hoffman Garima S,Ananda Fuara Vegetarian Restau,Food Services,"Restaurant 1,000 - 2,000 Sqft",1298 Market St,CA,San Francisco,94102.0,01/01/1990,,Tenderloin,"1298 MARKET ST
San Francisco, CA 94102
(37.777819, -122.415898)",6.0,,"1298 Market St, San Francisco, CA 94102, USA",ChIJNTZqd5yAhYARe9alQPs7nn0,37.777898799999996,-122.41626540000001,ananda,2561,ANANDA FUARA,94.0,2018.0
0202060-01-001,Hoffman Garima S,Ananda Fuara Vegetarian Restau,Food Services,"Restaurant 1,000 - 2,000 Sqft",1298 Market St,CA,San Francisco,94102.0,01/01/1990,,Tenderloin,"1298 MARKET ST
San Francisco, CA 94102
(37.777819, -122.415898)",6.0,,"1298 Market St, San Francisco, CA 94102, USA",ChIJNTZqd5yAhYARe9alQPs7nn0,37.777898799999996,-122.41626540000001,ananda,2561,ANANDA FUARA,66.0,2016.0
0202246-01-001,Giusti Corp,Firenze By Night,Food Services,"Restaurant Less Than 1,000 Sqft",1421 Stockton St,CA,San Francisco,94133.0,11/05/1990,,Chinatown,"1421 STOCKTON ST
San Francisco, CA 94133
(37.799076, -122.408918)",3.0,,"1421 Stockton St, Forest Grove, OR 97116, USA",ChIJTyAhNYcZlVQRCK7C5mro3a0,45.5130115,-123.09684159999999,firenze,854,FIRENZE BY NIGHT,82.0,2016.0
0202246-01-001,Giusti Corp,Firenze By Night,Food Services,"Restaurant Less Than 1,000 Sqft",1421 Stockton St,CA,San Francisco,94133.0,11/05/1990,,Chinatown,"1421 STOCKTON ST
San Francisco, CA 94133
(37.799076, -122.408918)",3.0,,"1421 Stockton St, Forest Grove, OR 97116, USA",ChIJTyAhNYcZlVQRCK7C5mro3a0,45.5130115,-123.09684159999999,firenze,854,FIRENZE BY NIGHT,79.0,2018.0
0300336-01-001,Abay Tsigeweine,Cafe Ethiopia,Food Services,"Restaurant 1,000 - 2,000 Sqft",878 Valencia St,CA,San Francisco,94110.0,11/15/1996,,Mission,"878 VALENCIA ST
San Francisco, CA 94110
(37.758861, -122.421312)",8.0,,"878 Valencia St, San Francisco, CA 94110, USA",ChIJnTHfsT1-j4ARE-jgItXOi0Y,37.7588935,-122.4217033,cafe,929,CAFE ETHIOPIA,98.0,2016.0
0320908-01-001,Fllmre St Rest Prtnrs Lp/flori,Florio,Food Services,"Restaurant 1,000 - 2,000 Sqft",1915 Fillmore St,CA,San Francisco,94115.0,11/15/1998,,Pacific Heights,"1915 FILLMORE ST
San Francisco, CA 94115
(37.787561, -122.433566)",5.0,,"1915 Fillmore St, San Francisco, CA 94115, USA",ChIJv0YJk8eAhYARs6oKEUwqM3w,37.787525200000005,-122.4338291,florio,1764,FLORIO,94.0,2017.0
0320908-01-001,Fllmre St Rest Prtnrs Lp/flori,Florio,Food Services,"Restaurant 1,000 - 2,000 Sqft",1915 Fillmore St,CA,San Francisco,94115.0,11/15/1998,,Pacific Heights,"1915 FILLMORE ST
San Francisco, CA 94115
(37.787561, -122.433566)",5.0,,"1915 Fillmore St, San Francisco, CA 94115, USA",ChIJv0YJk8eAhYARs6oKEUwqM3w,37.787525200000005,-122.4338291,florio,1764,FLORIO,93.0,2016.0
0341117-02-001,Wu Zhi Quan,Bamboo Restaurant,Food Services,"Restaurant Less Than 1,000 Sqft",1441 Polk St,CA,San Francisco,94109.0,11/01/2000,,Nob Hill,"1441 POLK ST
San Francisco, CA 94109
(37.790121, -122.420599)",3.0,,"1441 Polk St, San Francisco, CA 94109, USA",ChIJPSNO15SAhYARlFKnOtPSoek,37.7901411,-122.42091699999999,bamboo,298,BAMBOO RESTAURANT,87.0,2016.0
0341117-02-001,Wu Zhi Quan,Bamboo Restaurant,Food Services,"Restaurant Less Than 1,000 Sqft",1441 Polk St,CA,San Francisco,94109.0,11/01/2000,,Nob Hill,"1441 POLK ST
San Francisco, CA 94109
(37.790121, -122.420599)",3.0,,"1441 Polk St, San Francisco, CA 94109, USA",ChIJPSNO15SAhYARlFKnOtPSoek,37.7901411,-122.42091699999999,bamboo,298,BAMBOO RESTAURANT,88.0,2016.0
0341117-02-001,Wu Zhi Quan,Bamboo Restaurant,Food Services,"Restaurant Less Than 1,000 Sqft",1441 Polk St,CA,San Francisco,94109.0,11/01/2000,,Nob Hill,"1441 POLK ST
San Francisco, CA 94109
(37.790121, -122.420599)",3.0,,"1441 Polk St, San Francisco, CA 94109, USA",ChIJPSNO15SAhYARlFKnOtPSoek,37.7901411,-122.42091699999999,bamboo,298,BAMBOO RESTAURANT,92.0,2017.0
0341117-02-001,Wu Zhi Quan,Bamboo Restaurant,Food Services,"Restaurant Less Than 1,000 Sqft",1441 Polk St,CA,San Francisco,94109.0,11/01/2000,,Nob Hill,"1441 POLK ST
San Francisco, CA 94109
(37.790121, -122.420599)",3.0,,"1441 Polk St, San Francisco, CA 94109, USA",ChIJPSNO15SAhYARlFKnOtPSoek,37.7901411,-122.42091699999999,bamboo,298,BAMBOO RESTAURANT,87.0,2018.0
0341117-02-001,Wu Zhi Quan,Bamboo Restaurant,Food Services,"Restaurant Less Than 1,000 Sqft",1441 Polk St,CA,San Francisco,94109.0,11/01/2000,,Nob Hill,"1441 POLK ST
San Francisco, CA 94109
(37.790121, -122.420599)",3.0,,"1441 Polk St, San Francisco, CA 94109, USA",ChIJPSNO15SAhYARlFKnOtPSoek,37.7901411,-122.42091699999999,bamboo,298,BAMBOO RESTAURANT,80.0,2015.0
0330928-01-001,Ayanian Zenop,Le Regency Deli,Food Services,"Restaurant 1,000 - 2,000 Sqft",18 California St,CA,San Francisco,94111.0,03/01/1999,,Financial District/South Beach,"18 CALIFORNIA ST
San Francisco, CA 94111
(37.793681, -122.396688)",3.0,,"18 California St, Rockville Centre, NY 11570, USA",ChIJ17mMqpB8wokR5TZ9QJY3mq0,40.673953000000004,-73.62397849999998,le,2240,LE REGENCY,79.0,2017.0
0330928-01-001,Ayanian Zenop,Le Regency Deli,Food Services,"Restaurant 1,000 - 2,000 Sqft",18 California St,CA,San Francisco,94111.0,03/01/1999,,Financial District/South Beach,"18 CALIFORNIA ST
San Francisco, CA 94111
(37.793681, -122.396688)",3.0,,"18 California St, Rockville Centre, NY 11570, USA",ChIJ17mMqpB8wokR5TZ9QJY3mq0,40.673953000000004,-73.62397849999998,le,2240,LE REGENCY,79.0,2016.0
0325859-01-001,Ng Jim & Zhao Shufen,Hunan Empire Restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",2001 Union St 107,CA,San Francisco,94123.0,05/01/1999,,Marina,"2001 UNION ST
San Francisco, CA 94123
(37.79746, -122.432519)",2.0,,"2001 Union St, San Francisco, CA 94123, USA",ChIJ0whAKNuAhYAR2-yPIGeGGHA,37.7971875,-122.4324798,hunan,2724,HUNAN EMPIRE,90.0,2017.0
0325859-01-001,Ng Jim & Zhao Shufen,Hunan Empire Restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",2001 Union St 107,CA,San Francisco,94123.0,05/01/1999,,Marina,"2001 UNION ST
San Francisco, CA 94123
(37.79746, -122.432519)",2.0,,"2001 Union St, San Francisco, CA 94123, USA",ChIJ0whAKNuAhYAR2-yPIGeGGHA,37.7971875,-122.4324798,hunan,2724,HUNAN EMPIRE,96.0,2018.0
0325859-01-001,Ng Jim & Zhao Shufen,Hunan Empire Restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",2001 Union St 107,CA,San Francisco,94123.0,05/01/1999,,Marina,"2001 UNION ST
San Francisco, CA 94123
(37.79746, -122.432519)",2.0,,"2001 Union St, San Francisco, CA 94123, USA",ChIJ0whAKNuAhYAR2-yPIGeGGHA,37.7971875,-122.4324798,hunan,2724,HUNAN EMPIRE,85.0,2018.0
0325859-01-001,Ng Jim & Zhao Shufen,Hunan Empire Restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",2001 Union St 107,CA,San Francisco,94123.0,05/01/1999,,Marina,"2001 UNION ST
San Francisco, CA 94123
(37.79746, -122.432519)",2.0,,"2001 Union St, San Francisco, CA 94123, USA",ChIJ0whAKNuAhYAR2-yPIGeGGHA,37.7971875,-122.4324798,hunan,2724,HUNAN EMPIRE,92.0,2016.0
0939314-01-001,Rashid Badiy I,Napoli Pizza,Food Services,Multiple,1045 Polk St,CA,San Francisco,94109.0,09/15/1994,,Tenderloin,"1045 POLK ST
San Francisco, CA 94109
(37.786554, -122.419881)",3.0,,"1045 Polk St, San Francisco, CA 94109, USA",ChIJmQDdI5SAhYAR4b7RLJv-Nf8,37.786572,-122.4200831,napoli,320,NAPOLI PIZZA RESTAURANT,77.0,2017.0
0939314-01-001,Rashid Badiy I,Napoli Pizza,Food Services,Multiple,1045 Polk St,CA,San Francisco,94109.0,09/15/1994,,Tenderloin,"1045 POLK ST
San Francisco, CA 94109
(37.786554, -122.419881)",3.0,,"1045 Polk St, San Francisco, CA 94109, USA",ChIJmQDdI5SAhYAR4b7RLJv-Nf8,37.786572,-122.4200831,napoli,320,NAPOLI PIZZA RESTAURANT,81.0,2018.0
